tempo,posicao,velocidade,aceleracao
3.8250,28.2555,-37.5233,-9.8100
3.8260,28.2180,-37.5331,-9.8100
3.8270,28.1805,-37.5429,-9.8100
3.8280,28.1429,-37.5527,-9.8100
3.8290,28.1054,-37.5625,-9.8100
3.8300,28.0678,-37.5723,-9.8100
3.8310,28.0303,-37.5821,-9.8100
3.8320,27.9927,-37.5919,-9.8100
3.8330,27.9551,-37.6017,-9.8100
3.8340,27.9175,-37.6115,-9.8100
3.8350,27.8799,-37.6214,-9.8100
3.8360,27.8423,-37.6312,-9.8100
3.8370,27.8046,-37.6410,-9.8100
3.8380,27.7670,-37.6508,-9.8100
3.8390,27.7293,-37.6606,-9.8100
3.8400,27.6917,-37.6704,-9.8100
3.8410,27.6540,-37.6802,-9.8100
3.8420,27.6163,-37.6900,-9.8100
3.8430,27.5786,-37.6998,-9.8100
3.8440,27.5409,-37.7096,-9.8100
3.8450,27.5032,-37.7195,-9.8100
3.8460,27.4655,-37.7293,-9.8100
3.8470,27.4278,-37.7391,-9.8100
3.8480,27.3900,-37.7489,-9.8100
3.8490,27.3523,-37.7587,-9.8100
3.8500,27.3145,-37.7685,-9.8100
3.8510,27.2768,-37.7783,-9.8100
3.8520,27.2390,-37.7881,-9.8100
3.8530,27.2012,-37.7979,-9.8100
3.8540,27.1634,-37.8077,-9.8100
3.8550,27.1256,-37.8176,-9.8100
3.8560,27.0878,-37.8274,-9.8100
3.8570,27.0499,-37.8372,-9.8100
3.8580,27.0121,-37.8470,-9.8100
3.8590,26.9743,-37.8568,-9.8100
3.8600,26.9364,-37.8666,-9.8100
3.8610,26.8985,-37.8764,-9.8100
3.8620,26.8607,-37.8862,-9.8100
3.8630,26.8228,-37.8960,-9.8100
3.8640,26.7849,-37.9058,-9.8100
3.8650,26.7470,-37.9157,-9.8100
3.8660,26.7090,-37.9255,-9.8100
3.8670,26.6711,-37.9353,-9.8100
3.8680,26.6332,-37.9451,-9.8100
3.8690,26.5952,-37.9549,-9.8100
3.8700,26.5573,-37.9647,-9.8100
3.8710,26.5193,-37.9745,-9.8100
3.8720,26.4813,-37.9843,-9.8100
3.8730,26.4434,-37.9941,-9.8100
3.8740,26.4054,-38.0039,-9.8100
3.8750,26.3674,-38.0138,-9.8100
3.8760,26.3294,-38.0236,-9.8100
3.8770,26.2913,-38.0334,-9.8100
3.8780,26.2533,-38.0432,-9.8100
3.8790,26.2153,-38.0530,-9.8100
3.8800,26.1772,-38.0628,-9.8100
3.8810,26.1391,-38.0726,-9.8100
3.8820,26.1011,-38.0824,-9.8100
3.8830,26.0630,-38.0922,-9.8100
3.8840,26.0249,-38.1020,-9.8100
3.8850,25.9868,-38.1119,-9.8100
3.8860,25.9487,-38.1217,-9.8100
3.8870,25.9106,-38.1315,-9.8100
3.8880,25.8724,-38.1413,-9.8100
3.8890,25.8343,-38.1511,-9.8100
3.8900,25.7961,-38.1609,-9.8100
3.8910,25.7580,-38.1707,-9.8100
3.8920,25.7198,-38.1805,-9.8100
3.8930,25.6816,-38.1903,-9.8100
3.8940,25.6434,-38.2001,-9.8100
3.8950,25.6052,-38.2100,-9.8100
3.8960,25.5670,-38.2198,-9.8100
3.8970,25.5288,-38.2296,-9.8100
3.8980,25.4906,-38.2394,-9.8100
3.8990,25.4523,-38.2492,-9.8100
3.9000,25.4141,-38.2590,-9.8100
3.9010,25.3758,-38.2688,-9.8100
3.9020,25.3376,-38.2786,-9.8100
3.9030,25.2993,-38.2884,-9.8100
3.9040,25.2610,-38.2982,-9.8100
3.9050,25.2227,-38.3081,-9.8100
3.9060,25.1844,-38.3179,-9.8100
3.9070,25.1461,-38.3277,-9.8100
3.9080,25.1077,-38.3375,-9.8100
3.9090,25.0694,-38.3473,-9.8100
3.9100,25.0310,-38.3571,-9.8100
3.9110,24.9927,-38.3669,-9.8100
3.9120,24.9543,-38.3767,-9.8100
3.9130,24.9159,-38.3865,-9.8100
3.9140,24.8776,-38.3963,-9.8100
3.9150,24.8392,-38.4062,-9.8100
3.9160,24.8008,-38.4160,-9.8100
3.9170,24.7623,-38.4258,-9.8100
3.9180,24.7239,-38.4356,-9.8100
3.9190,24.6855,-38.4454,-9.8100
3.9200,24.6470,-38.4552,-9.8100
3.9210,24.6086,-38.4650,-9.8100
3.9220,24.5701,-38.4748,-9.8100
3.9230,24.5316,-38.4846,-9.8100
3.9240,24.4932,-38.4944,-9.8100
3.9250,24.4547,-38.5043,-9.8100
3.9260,24.4162,-38.5141,-9.8100
3.9270,24.3776,-38.5239,-9.8100
3.9280,24.3391,-38.5337,-9.8100
3.9290,24.3006,-38.5435,-9.8100
3.9300,24.2620,-38.5533,-9.8100
3.9310,24.2235,-38.5631,-9.8100
3.9320,24.1849,-38.5729,-9.8100
3.9330,24.1464,-38.5827,-9.8100
3.9340,24.1078,-38.5925,-9.8100
3.9350,24.0692,-38.6024,-9.8100
3.9360,24.0306,-38.6122,-9.8100
3.9370,23.9920,-38.6220,-9.8100
3.9380,23.9533,-38.6318,-9.8100
3.9390,23.9147,-38.6416,-9.8100
3.9400,23.8761,-38.6514,-9.8100
3.9410,23.8374,-38.6612,-9.8100
3.9420,23.7988,-38.6710,-9.8100
3.9430,23.7601,-38.6808,-9.8100
