dt (s),tempo_final (s),v_final_num (m/s),v_final_analitico (m/s),erro_relativo
0.5840,2.9200,-230.0233,1681.3327,1.1368
0.5850,2.9250,-231.1090,1698.2796,1.1361
0.5860,2.9300,-232.1986,1715.3969,1.1354
0.5870,2.9350,-233.2922,1732.6862,1.1346
0.5880,2.9400,-234.3899,1750.1493,1.1339
0.5890,2.9450,-235.4916,1767.7879,1.1332
0.5900,2.9500,-236.5974,1785.6038,1.1325
0.5910,2.9550,-237.7073,1803.5987,1.1318
0.5920,2.9600,-238.8212,1821.7745,1.1311
0.5930,2.9650,-239.9392,1840.1329,1.1304
0.5940,2.9700,-241.0613,1858.6758,1.1297
0.5950,2.9750,-242.1875,1877.4051,1.1290
0.5960,2.9800,-243.3179,1896.3227,1.1283
0.5970,2.9850,-244.4523,1915.4303,1.1276
0.5980,2.9900,-245.5909,1934.7300,1.1269
0.5990,2.9950,-246.7337,1954.2237,1.1263
0.6000,3.0000,-247.8806,1973.9132,1.1256
0.6010,3.0050,-249.0318,1993.8007,1.1249
0.6020,3.0100,-250.1871,2013.8880,1.1242
0.6030,3.0150,-251.3466,2034.1772,1.1236
0.6040,3.0200,-252.5103,2054.6703,1.1229
0.6050,3.0250,-253.6782,2075.3694,1.1222
0.6060,3.0300,-254.8504,2096.2765,1.1216
0.6070,3.0350,-256.0269,2117.3937,1.1209
0.6080,3.0400,-257.2075,2138.7232,1.1203
0.6090,3.0450,-258.3925,2160.2670,1.1196
0.6100,3.0500,-259.5817,2182.0274,1.1190
0.6110,3.0550,-260.7753,2204.0064,1.1183
0.6120,3.0600,-261.9731,2226.2063,1.1177
0.6130,3.0650,-263.1752,2248.6294,1.1170
0.6140,3.0700,-264.3817,2271.2778,1.1164
0.6150,3.0750,-265.5925,2294.1538,1.1158
0.6160,3.0800,-266.8077,2317.2597,1.1151
0.6170,3.0850,-268.0273,2340.5979,1.1145
0.6180,3.0900,-269.2512,2364.1705,1.1139
0.6190,3.0950,-270.4795,2387.9802,1.1133
0.6200,3.1000,-271.7122,2412.0290,1.1126
0.6210,3.1050,-272.9493,2436.3196,1.1120
0.6220,3.1100,-274.1908,2460.8544,1.1114
0.6230,3.1150,-275.4367,2485.6356,1.1108
0.6240,3.1200,-276.6872,2510.6660,1.1102
0.6250,3.1250,-277.9420,2535.9479,1.1096
0.6260,3.1300,-279.2014,2561.4839,1.1090
0.6270,3.1350,-280.4652,2587.2765,1.1084
0.6280,3.1400,-281.7335,2613.3284,1.1078
0.6290,3.1450,-283.0063,2639.6421,1.1072
0.6300,3.1500,-284.2836,2666.2202,1.1066
0.6310,3.1550,-285.5655,2693.0655,1.1060
0.6320,3.1600,-286.8519,2720.1805,1.1055
0.6330,3.1650,-288.1428,2747.5681,1.1049
0.6340,3.1700,-289.4384,2775.2309,1.1043
0.6350,3.1750,-290.7385,2803.1717,1.1037
0.6360,3.1800,-292.0432,2831.3934,1.1031
0.6370,3.1850,-293.3525,2859.8987,1.1026
0.6380,3.1900,-294.6664,2888.6904,1.1020
0.6390,3.1950,-295.9849,2917.7715,1.1014
0.6400,3.2000,-297.3081,2947.1449,1.1009
0.6410,3.2050,-298.6359,2976.8135,1.1003
0.6420,3.2100,-299.9684,3006.7803,1.0998
0.6430,3.2150,-301.3055,3037.0482,1.0992
0.6440,3.2200,-302.6474,3067.6204,1.0987
0.6450,3.2250,-303.9939,3098.4997,1.0981
0.6460,3.2300,-305.3452,3129.6895,1.0976
0.6470,3.2350,-306.7012,3161.1927,1.0970
0.6480,3.2400,-308.0619,3193.0125,1.0965
0.6490,3.2450,-309.4274,3225.1521,1.0959
0.6500,3.2500,-310.7976,3257.6147,1.0954
0.6510,3.2550,-312.1726,3290.4036,1.0949
0.6520,3.2600,-313.5524,3323.5220,1.0943
0.6530,3.2650,-314.9370,3356.9732,1.0938
0.6540,3.2700,-316.3264,3390.7607,1.0933
0.6550,3.2750,-317.7207,3424.8877,1.0928
0.6560,3.2800,-319.1197,3459.3577,1.0922
0.6570,3.2850,-320.5237,3494.1741,1.0917
0.6580,3.2900,-321.9324,3529.3404,1.0912
0.6590,3.2950,-323.3461,3564.8602,1.0907
0.6600,3.3000,-324.7646,3600.7369,1.0902
0.6610,3.3050,-326.1881,3636.9742,1.0897
0.6620,3.3100,-327.6164,3673.5757,1.0892
0.6630,3.3150,-329.0497,3710.5450,1.0887
0.6640,3.3200,-330.4879,3747.8859,1.0882
0.6650,3.3250,-331.9311,3785.6021,1.0877
0.6660,3.3300,-333.3792,3823.6973,1.0872
0.6670,3.3350,-334.8323,3862.1754,1.0867
0.6680,3.3400,-336.2904,3901.0402,1.0862
0.6690,3.3450,-337.7535,3940.2956,1.0857
0.6700,3.3500,-339.2216,3979.9456,1.0852
0.6710,3.3550,-340.6948,4019.9940,1.0848
0.6720,3.3600,-342.1730,4060.4449,1.0843
0.6730,3.3650,-343.6562,4101.3023,1.0838
0.6740,3.3700,-345.1445,4142.5704,1.0833
0.6750,3.3750,-346.6379,4184.2532,1.0828
0.6760,3.3800,-348.1364,4226.3550,1.0824
0.6770,3.3850,-349.6400,4268.8798,1.0819
0.6780,3.3900,-351.1487,4311.8321,1.0814
0.6790,3.3950,-352.6625,4355.2160,1.0810
0.6800,3.4000,-354.1815,4399.0360,1.0805
0.6810,3.4050,-355.7056,4443.2963,1.0801
0.6820,3.4100,-357.2349,4488.0015,1.0796
0.6830,3.4150,-358.7694,4533.1559,1.0791
0.6840,3.4200,-360.3091,4578.7642,1.0787
0.6850,3.4250,-361.8540,4624.8308,1.0782
0.6860,3.4300,-363.4041,4671.3605,1.0778
0.6870,3.4350,-364.9594,4718.3577,1.0773
0.6880,3.4400,-366.5201,4765.8273,1.0769
0.6890,3.4450,-368.0859,4813.7740,1.0765
0.6900,3.4500,-369.6571,4862.2025,1.0760
0.6910,3.4550,-371.2335,4911.1177,1.0756
0.6920,3.4600,-372.8152,4960.5246,1.0752
0.6930,3.4650,-374.4023,5010.4280,1.0747
0.6940,3.4700,-375.9947,5060.8329,1.0743
0.6950,3.4750,-377.5924,5111.7444,1.0739
0.6960,3.4800,-379.1955,5163.1676,1.0734
0.6970,3.4850,-380.8040,5215.1076,1.0730
0.6980,3.4900,-382.4178,5267.5696,1.0726
0.6990,3.4950,-384.0371,5320.5588,1.0722
0.7000,3.5000,-385.6617,5374.0806,1.0718
0.7010,3.5050,-387.2918,5428.1403,1.0713
0.7020,3.5100,-388.9273,5482.7434,1.0709
0.7030,3.5150,-390.5683,5537.8951,1.0705
0.7040,3.5200,-392.2147,5593.6012,1.0701
0.7050,3.5250,-393.8666,5649.8671,1.0697
0.7060,3.5300,-395.5240,5706.6985,1.0693
0.7070,3.5350,-397.1869,5764.1011,1.0689
0.7080,3.5400,-398.8553,5822.0806,1.0685
0.7090,3.5450,-400.5293,5880.6428,1.0681
0.7100,3.5500,-402.2088,5939.7935,1.0677
0.7110,3.5550,-403.8939,5999.5387,1.0673
0.7120,3.5600,-405.5845,6059.8844,1.0669
0.7130,3.5650,-407.2808,6120.8365,1.0665
0.7140,3.5700,-408.9826,6182.4012,1.0662
0.7150,3.5750,-410.6901,6244.5847,1.0658
0.7160,3.5800,-412.4031,6307.3931,1.0654
0.7170,3.5850,-414.1219,6370.8328,1.0650
0.7180,3.5900,-415.8463,6434.9100,1.0646
0.7190,3.5950,-417.5763,6499.6312,1.0642
0.7200,3.6000,-419.3121,6565.0029,1.0639
0.7210,3.6050,-421.0535,6631.0316,1.0635
0.7220,3.6100,-422.8007,6697.7238,1.0631
0.7230,3.6150,-424.5536,6765.0864,1.0628
0.7240,3.6200,-426.3122,6833.1259,1.0624
0.7250,3.6250,-428.0766,6901.8493,1.0620
0.7260,3.6300,-429.8468,6971.2633,1.0617
0.7270,3.6350,-431.6227,7041.3750,1.0613
0.7280,3.6400,-433.4044,7112.1913,1.0609
0.7290,3.6450,-435.1920,7183.7193,1.0606
0.7300,3.6500,-436.9854,7255.9661,1.0602
0.7310,3.6550,-438.7846,7328.9391,1.0599
0.7320,3.6600,-440.5897,7402.6455,1.0595
0.7330,3.6650,-442.4006,7477.0926,1.0592
0.7340,3.6700,-444.2175,7552.2879,1.0588
0.7350,3.6750,-446.0402,7628.2390,1.0585
0.7360,3.6800,-447.8689,7704.9533,1.0581
0.7370,3.6850,-449.7034,7782.4387,1.0578
0.7380,3.6900,-451.5440,7860.7028,1.0574
0.7390,3.6950,-453.3904,7939.7535,1.0571
0.7400,3.7000,-455.2429,8019.5986,1.0568
0.7410,3.7050,-457.1013,8100.2462,1.0564
0.7420,3.7100,-458.9657,8181.7044,1.0561
0.7430,3.7150,-460.8362,8263.9811,1.0558
0.7440,3.7200,-462.7126,8347.0848,1.0554
0.7450,3.7250,-464.5952,8431.0237,1.0551
0.7460,3.7300,-466.4837,8515.8062,1.0548
0.7470,3.7350,-468.3784,8601.4408,1.0545
0.7480,3.7400,-470.2791,8687.9360,1.0541
0.7490,3.7450,-472.1860,8775.3005,1.0538
0.7500,3.7500,-474.0989,8863.5430,1.0535
0.7510,3.7550,-476.0180,8952.6724,1.0532
0.7520,3.7600,-477.9432,9042.6976,1.0529
0.7530,3.7650,-479.8746,9133.6275,1.0525
0.7540,3.7700,-481.8122,9225.4713,1.0522
0.7550,3.7750,-483.7559,9318.2381,1.0519
0.7560,3.7800,-485.7059,9411.9372,1.0516
0.7570,3.7850,-487.6621,9506.5781,1.0513
0.7580,3.7900,-489.6245,9602.1701,1.0510
0.7590,3.7950,-491.5932,9698.7228,1.0507
0.7600,3.8000,-493.5681,9796.2459,1.0504
0.7610,3.8050,-495.5493,9894.7491,1.0501
0.7620,3.8100,-497.5368,9994.2422,1.0498
0.7630,3.8150,-499.5306,10094.7353,1.0495
0.7640,3.8200,-501.5308,10196.2384,1.0492
0.7650,3.8250,-503.5372,10298.7616,1.0489
0.7660,3.8300,-505.5501,10402.3152,1.0486
0.7670,3.8350,-507.5693,10506.9095,1.0483
0.7680,3.8400,-509.5949,10612.5550,1.0480
0.7690,3.8450,-511.6268,10719.2622,1.0477
0.7700,3.8500,-513.6652,10827.0419,1.0474
0.7710,3.8550,-515.7101,10935.9048,1.0472
0.7720,3.8600,-517.7614,11045.8617,1.0469
0.7730,3.8650,-519.8191,11156.9238,1.0466
0.7740,3.8700,-521.8833,11269.1020,1.0463
0.7750,3.8750,-523.9540,11382.4077,1.0460
0.7760,3.8800,-526.0312,11496.8521,1.0458
0.7770,3.8850,-528.1150,11612.4467,1.0455
0.7780,3.8900,-530.2052,11729.2030,1.0452
0.7790,3.8950,-532.3021,11847.1327,1.0449
0.7800,3.9000,-534.4055,11966.2477,1.0447
0.7810,3.9050,-536.5154,12086.5598,1.0444
0.7820,3.9100,-538.6320,12208.0810,1.0441
0.7830,3.9150,-540.7552,12330.8236,1.0439
0.7840,3.9200,-542.8850,12454.7997,1.0436
0.7850,3.9250,-545.0215,12580.0218,1.0433
0.7860,3.9300,-547.1646,12706.5024,1.0431
0.7870,3.9350,-549.3144,12834.2542,1.0428
0.7880,3.9400,-551.4709,12963.2899,1.0425
0.7890,3.9450,-553.6341,13093.6224,1.0423
0.7900,3.9500,-555.8040,13225.2648,1.0420
0.7910,3.9550,-557.9807,13358.2302,1.0418
0.7920,3.9600,-560.1641,13492.5320,1.0415
0.7930,3.9650,-562.3543,13628.1835,1.0413
0.7940,3.9700,-564.5513,13765.1983,1.0410
0.7950,3.9750,-566.7550,13903.5901,1.0408
0.7960,3.9800,-568.9656,14043.3728,1.0405
0.7970,3.9850,-571.1831,14184.5604,1.0403
0.7980,3.9900,-573.4073,14327.1669,1.0400
0.7990,3.9950,-575.6385,14471.2066,1.0398
0.8000,4.0000,-577.8765,14616.6939,1.0395
0.8010,4.0050,-580.1214,14763.6434,1.0393
0.8020,4.0100,-582.3732,14912.0698,1.0391
0.8030,4.0150,-584.6320,15061.9879,1.0388
0.8040,4.0200,-586.8977,15213.4127,1.0386
0.8050,4.0250,-589.1704,15366.3593,1.0383
0.8060,4.0300,-591.4500,15520.8431,1.0381
0.8070,4.0350,-593.7366,15676.8795,1.0379
0.8080,4.0400,-596.0303,15834.4840,1.0376
0.8090,4.0450,-598.3310,15993.6725,1.0374
0.8100,4.0500,-600.6387,16154.4609,1.0372
0.8110,4.0550,-602.9534,16316.8652,1.0370
0.8120,4.0600,-605.2753,16480.9018,1.0367
0.8130,4.0650,-607.6042,16646.5869,1.0365
0.8140,4.0700,-609.9402,16813.9371,1.0363
0.8150,4.0750,-612.2834,16982.9693,1.0361
0.8160,4.0800,-614.6337,17153.7003,1.0358
0.8170,4.0850,-616.9911,17326.1471,1.0356
0.8180,4.0900,-619.3558,17500.3271,1.0354
0.8190,3.2760,-232.6358,3431.7541,1.0678
0.8200,3.2800,-233.3570,3459.3577,1.0675
0.8210,3.2840,-234.0798,3487.1829,1.0671
0.8220,3.2880,-234.8043,3515.2317,1.0668
0.8230,3.2920,-235.5304,3543.5057,1.0665
0.8240,3.2960,-236.2581,3572.0068,1.0661
0.8250,3.3000,-236.9876,3600.7369,1.0658
0.8260,3.3040,-237.7186,3629.6977,1.0655
0.8270,3.3080,-238.4514,3658.8912,1.0652
0.8280,3.3120,-239.1857,3688.3191,1.0648
0.8290,3.3160,-239.9218,3717.9834,1.0645
0.8300,3.3200,-240.6595,3747.8859,1.0642
0.8310,3.3240,-241.3989,3778.0287,1.0639
0.8320,3.3280,-242.1399,3808.4135,1.0636
0.8330,3.3320,-242.8826,3839.0424,1.0633
0.8340,3.3360,-243.6270,3869.9173,1.0630
0.8350,3.3400,-244.3731,3901.0402,1.0626
0.8360,3.3440,-245.1208,3932.4131,1.0623
0.8370,3.3480,-245.8702,3964.0380,1.0620
0.8380,3.3520,-246.6213,3995.9169,1.0617
0.8390,3.3560,-247.3741,4028.0518,1.0614
0.8400,3.3600,-248.1286,4060.4449,1.0611
0.8410,3.3640,-248.8848,4093.0981,1.0608
0.8420,3.3680,-249.6426,4126.0136,1.0605
0.8430,3.3720,-250.4022,4159.1935,1.0602
0.8440,3.3760,-251.1634,4192.6399,1.0599
0.8450,3.3800,-251.9264,4226.3550,1.0596
0.8460,3.3840,-252.6911,4260.3408,1.0593
0.8470,3.3880,-253.4574,4294.5996,1.0590
0.8480,3.3920,-254.2255,4329.1336,1.0587
0.8490,3.3960,-254.9953,4363.9450,1.0584
0.8500,3.4000,-255.7668,4399.0360,1.0581
0.8510,3.4040,-256.5400,4434.4088,1.0579
0.8520,3.4080,-257.3150,4470.0657,1.0576
0.8530,3.4120,-258.0916,4506.0091,1.0573
0.8540,3.4160,-258.8700,4542.2411,1.0570
0.8550,3.4200,-259.6501,4578.7642,1.0567
0.8560,3.4240,-260.4320,4615.5806,1.0564
0.8570,3.4280,-261.2155,4652.6928,1.0561
0.8580,3.4320,-262.0008,4690.1030,1.0559
0.8590,3.4360,-262.7879,4727.8137,1.0556
0.8600,3.4400,-263.5767,4765.8273,1.0553
0.8610,3.4440,-264.3672,4804.1462,1.0550
0.8620,3.4480,-265.1595,4842.7729,1.0548
0.8630,3.4520,-265.9535,4881.7099,1.0545
0.8640,3.4560,-266.7492,4920.9596,1.0542
0.8650,3.4600,-267.5467,4960.5246,1.0539
0.8660,3.4640,-268.3460,5000.4073,1.0537
0.8670,3.4680,-269.1470,5040.6104,1.0534
0.8680,3.4720,-269.9498,5081.1364,1.0531
0.8690,3.4760,-270.7544,5121.9880,1.0529
0.8700,3.4800,-271.5607,5163.1676,1.0526
0.8710,3.4840,-272.3688,5204.6780,1.0523
0.8720,3.4880,-273.1786,5246.5218,1.0521
0.8730,3.4920,-273.9903,5288.7017,1.0518
0.8740,3.4960,-274.8037,5331.2204,1.0515
0.8750,3.5000,-275.6188,5374.0806,1.0513
0.8760,3.5040,-276.4358,5417.2851,1.0510
0.8770,3.5080,-277.2546,5460.8366,1.0508
0.8780,3.5120,-278.0751,5504.7379,1.0505
0.8790,3.5160,-278.8974,5548.9918,1.0503
0.8800,3.5200,-279.7215,5593.6012,1.0500
0.8810,3.5240,-280.5474,5638.5689,1.0498
0.8820,3.5280,-281.3751,5683.8978,1.0495
0.8830,3.5320,-282.2046,5729.5907,1.0493
0.8840,3.5360,-283.0359,5775.6507,1.0490
0.8850,3.5400,-283.8690,5822.0806,1.0488
0.8860,3.5440,-284.7039,5868.8834,1.0485
0.8870,3.5480,-285.5406,5916.0622,1.0483
0.8880,3.5520,-286.3792,5963.6199,1.0480
0.8890,3.5560,-287.2195,6011.5596,1.0478
0.8900,3.5600,-288.0617,6059.8844,1.0475
0.8910,3.5640,-288.9056,6108.5973,1.0473
0.8920,3.5680,-289.7514,6157.7015,1.0471
0.8930,3.5720,-290.5991,6207.2000,1.0468
0.8940,3.5760,-291.4485,6257.0962,1.0466
0.8950,3.5800,-292.2998,6307.3931,1.0463
0.8960,3.5840,-293.1529,6358.0940,1.0461
0.8970,3.5880,-294.0079,6409.2022,1.0459
0.8980,3.5920,-294.8647,6460.7209,1.0456
0.8990,3.5960,-295.7233,6512.6533,1.0454
0.9000,3.6000,-296.5838,6565.0029,1.0452
0.9010,3.6040,-297.4461,6617.7730,1.0449
0.9020,3.6080,-298.3103,6670.9669,1.0447
0.9030,3.6120,-299.1763,6724.5881,1.0445
0.9040,3.6160,-300.0441,6778.6399,1.0443
0.9050,3.6200,-300.9139,6833.1259,1.0440
0.9060,3.6240,-301.7855,6888.0496,1.0438
0.9070,3.6280,-302.6589,6943.4144,1.0436
0.9080,3.6320,-303.5342,6999.2239,1.0434
0.9090,3.6360,-304.4114,7055.4816,1.0431
0.9100,3.6400,-305.2905,7112.1913,1.0429
0.9110,3.6440,-306.1714,7169.3564,1.0427
0.9120,3.6480,-307.0542,7226.9807,1.0425
0.9130,3.6520,-307.9389,7285.0678,1.0423
0.9140,3.6560,-308.8254,7343.6215,1.0421
0.9150,3.6600,-309.7139,7402.6455,1.0418
0.9160,3.6640,-310.6042,7462.1436,1.0416
0.9170,3.6680,-311.4964,7522.1195,1.0414
0.9180,3.6720,-312.3905,7582.5772,1.0412
0.9190,3.6760,-313.2865,7643.5205,1.0410
0.9200,3.6800,-314.1844,7704.9533,1.0408
0.9210,3.6840,-315.0842,7766.8796,1.0406
0.9220,3.6880,-315.9859,7829.3032,1.0404
0.9230,3.6920,-316.8895,7892.2283,1.0402
0.9240,3.6960,-317.7950,7955.6587,1.0399
0.9250,3.7000,-318.7024,8019.5986,1.0397
0.9260,3.7040,-319.6117,8084.0521,1.0395
0.9270,3.7080,-320.5230,8149.0233,1.0393
0.9280,3.7120,-321.4361,8214.5164,1.0391
0.9290,3.7160,-322.3512,8280.5355,1.0389
0.9300,3.7200,-323.2682,8347.0848,1.0387
0.9310,3.7240,-324.1872,8414.1687,1.0385
0.9320,3.7280,-325.1080,8481.7915,1.0383
0.9330,3.7320,-326.0308,8549.9573,1.0381
0.9340,3.7360,-326.9555,8618.6707,1.0379
0.9350,3.7400,-327.8822,8687.9360,1.0377
0.9360,3.7440,-328.8108,8757.7576,1.0375
0.9370,3.7480,-329.7413,8828.1401,1.0374
0.9380,3.7520,-330.6738,8899.0879,1.0372
0.9390,3.7560,-331.6083,8970.6055,1.0370
0.9400,3.7600,-332.5446,9042.6976,1.0368
0.9410,3.7640,-333.4830,9115.3687,1.0366
0.9420,3.7680,-334.4233,9188.6235,1.0364
0.9430,3.7720,-335.3655,9262.4667,1.0362
0.9440,3.7760,-336.3097,9336.9030,1.0360
0.9450,3.7800,-337.2559,9411.9372,1.0358
0.9460,3.7840,-338.2040,9487.5741,1.0356
0.9470,3.7880,-339.1542,9563.8185,1.0355
0.9480,3.7920,-340.1062,9640.6753,1.0353
0.9490,3.7960,-341.0603,9718.1495,1.0351
0.9500,3.8000,-342.0163,9796.2459,1.0349
0.9510,3.8040,-342.9743,9874.9695,1.0347
0.9520,3.8080,-343.9343,9954.3255,1.0346
0.9530,3.8120,-344.8963,10034.3189,1.0344
0.9540,3.8160,-345.8603,10114.9548,1.0342
0.9550,3.8200,-346.8263,10196.2384,1.0340
0.9560,3.8240,-347.7942,10278.1749,1.0338
0.9570,3.8280,-348.7642,10360.7695,1.0337
0.9580,3.8320,-349.7361,10444.0274,1.0335
0.9590,3.8360,-350.7101,10527.9542,1.0333
0.9600,3.8400,-351.6860,10612.5550,1.0331
0.9610,3.8440,-352.6640,10697.8353,1.0330
0.9620,3.8480,-353.6440,10783.8007,1.0328
0.9630,3.8520,-354.6260,10870.4565,1.0326
0.9640,3.8560,-355.6100,10957.8083,1.0325
0.9650,3.8600,-356.5960,11045.8617,1.0323
0.9660,3.8640,-357.5840,11134.6224,1.0321
0.9670,3.8680,-358.5741,11224.0961,1.0319
0.9680,3.8720,-359.5662,11314.2884,1.0318
0.9690,3.8760,-360.5603,11405.2051,1.0316
0.9700,3.8800,-361.5565,11496.8521,1.0314
0.9710,3.8840,-362.5547,11589.2352,1.0313
0.9720,3.8880,-363.5549,11682.3603,1.0311
0.9730,3.8920,-364.5572,11776.2334,1.0310
0.9740,3.8960,-365.5615,11870.8605,1.0308
0.9750,3.9000,-366.5678,11966.2477,1.0306
0.9760,3.9040,-367.5763,12062.4010,1.0305
0.9770,3.9080,-368.5867,12159.3267,1.0303
0.9780,3.9120,-369.5992,12257.0308,1.0302
0.9790,3.9160,-370.6138,12355.5197,1.0300
0.9800,3.9200,-371.6304,12454.7997,1.0298
0.9810,3.9240,-372.6491,12554.8771,1.0297
0.9820,3.9280,-373.6699,12655.7584,1.0295
0.9830,3.9320,-374.6927,12757.4499,1.0294
0.9840,3.9360,-375.7176,12859.9582,1.0292
0.9850,3.9400,-376.7446,12963.2899,1.0291
0.9860,3.9440,-377.7736,13067.4516,1.0289
0.9870,3.9480,-378.8048,13172.4498,1.0288
0.9880,3.9520,-379.8380,13278.2915,1.0286
0.9890,3.9560,-380.8733,13384.9833,1.0285
0.9900,3.9600,-381.9107,13492.5320,1.0283
0.9910,3.9640,-382.9502,13600.9445,1.0282
0.9920,3.9680,-383.9917,13710.2279,1.0280
0.9930,3.9720,-385.0354,13820.3890,1.0279
0.9940,3.9760,-386.0812,13931.4350,1.0277
0.9950,3.9800,-387.1290,14043.3728,1.0276
0.9960,3.9840,-388.1790,14156.2098,1.0274
0.9970,3.9880,-389.2311,14269.9531,1.0273
0.9980,3.9920,-390.2853,14384.6100,1.0271
0.9990,3.9960,-391.3416,14500.1878,1.0270
1.0000,4.0000,-392.4000,14616.6939,1.0268
