dt (s),tempo_final (s),v_final_num (m/s),v_final_analitico (m/s),erro_relativo
0.2290,1.3740,-1243.0878,909650.8305,1.0014
0.2300,1.3800,-1265.9491,965900.5571,1.0013
0.2310,1.3860,-1289.1594,1025628.5725,1.0013
0.2320,1.3920,-1312.7230,1089049.9622,1.0012
0.2330,1.3980,-1336.6441,1156393.1115,1.0012
0.2340,1.4040,-1360.9271,1227900.5286,1.0011
0.2350,1.4100,-1385.5764,1303829.7175,1.0011
0.2360,1.4160,-1410.5963,1384454.1052,1.0010
0.2370,1.4220,-1435.9914,1470064.0265,1.0010
0.2380,1.4280,-1461.7660,1560967.7698,1.0009
0.2390,1.4340,-1487.9247,1657492.6866,1.0009
0.2400,1.4400,-1514.4721,1759986.3709,1.0009
0.2410,1.4460,-1541.4128,1868817.9107,1.0008
0.2420,1.4520,-1568.7515,1984379.2171,1.0008
0.2430,1.4580,-1596.4927,2107086.4356,1.0008
0.2440,1.4640,-1624.6414,2237381.4447,1.0007
0.2450,1.4700,-1653.2021,2375733.4472,1.0007
0.2460,1.4760,-1682.1798,2522640.6598,1.0007
0.2470,1.4820,-1711.5792,2678632.1070,1.0006
0.2480,1.4880,-1741.4054,2844269.5266,1.0006
0.2490,1.4940,-1771.6632,3020149.3923,1.0006
0.2500,1.5000,-1802.3576,3206905.0614,1.0006
0.2510,1.5060,-1833.4936,3405209.0562,1.0005
0.2520,1.5120,-1865.0764,3615775.4851,1.0005
0.2530,1.5180,-1897.1109,3839362.6149,1.0005
0.2540,1.5240,-1929.6025,4076775.6006,1.0005
0.2550,1.5300,-1962.5562,4328869.3854,1.0005
0.2560,1.5360,-1995.9773,4596551.7793,1.0004
0.2570,1.5420,-2029.8711,4880786.7280,1.0004
0.2580,1.5480,-2064.2430,5182597.7844,1.0004
0.2590,1.5540,-2099.0983,5503071.7941,1.0004
0.2600,1.5600,-2134.4425,5843362.8099,1.0004
0.2610,1.5660,-2170.2809,6204696.2470,1.0003
0.2620,1.5720,-2206.6192,6588373.2959,1.0003
0.2630,1.5780,-2243.4629,6995775.6085,1.0003
0.2640,1.5840,-2280.8176,7428370.2732,1.0003
0.2650,1.5900,-2318.6889,7887715.0981,1.0003
0.2660,1.5960,-2357.0826,8375464.2205,1.0003
0.2670,1.6020,-2396.0044,8893374.0643,1.0003
0.2680,1.6080,-2435.4601,9443309.6642,1.0003
0.2690,1.6140,-2475.4555,10027251.3825,1.0002
0.2700,1.6200,-2515.9966,10647302.0400,1.0002
0.2710,1.6260,-2557.0892,11305694.4888,1.0002
0.2720,1.6320,-2598.7394,12004799.6530,1.0002
0.2730,1.6380,-2640.9532,12747135.0661,1.0002
0.2740,1.6440,-2683.7367,13535373.9376,1.0002
0.2750,1.6500,-2727.0959,14372354.7788,1.0002
0.2760,1.6560,-2771.0372,15261091.6247,1.0002
0.2770,1.6620,-2815.5667,16204784.8880,1.0002
0.2780,1.6680,-2860.6907,17206832.8836,1.0002
0.2790,1.6740,-2906.4155,18270844.0668,1.0002
0.2800,1.6800,-2952.7476,19400650.0270,1.0002
0.2810,1.6860,-2999.6933,20600319.2861,1.0001
0.2820,1.6920,-3047.2592,21874171.9491,1.0001
0.2830,1.6980,-3095.4517,23226795.2616,1.0001
0.2840,1.7040,-3144.2776,24663060.1286,1.0001
0.2850,1.7100,-3193.7433,26188138.6548,1.0001
0.2860,1.7160,-3243.8556,27807522.7704,1.0001
0.2870,1.7220,-3294.6213,29527044.0071,1.0001
0.2880,1.7280,-3346.0471,31352894.4989,1.0001
0.2890,1.7340,-3398.1399,33291649.2796,1.0001
0.2900,1.7400,-3450.9066,35350289.9605,1.0001
0.2910,1.7460,-3504.3542,37536229.8717,1.0001
0.2920,1.7520,-3558.4896,39857340.7579,1.0001
0.2930,1.7580,-3613.3199,42321981.1255,1.0001
0.2940,1.7640,-3668.8523,44939026.3420,1.0001
0.2950,1.7700,-3725.0939,47717900.5967,1.0001
0.2960,1.7760,-3782.0519,50668610.8387,1.0001
0.2970,1.7820,-3839.7337,53801782.8118,1.0001
0.2980,1.7880,-3898.1465,57128699.3196,1.0001
0.2990,1.7940,-3957.2978,60661340.8548,1.0001
0.3000,1.8000,-4017.1950,64412428.7427,1.0001
0.3010,1.5050,-1016.1827,3371326.6502,1.0003
0.3020,1.5100,-1028.9290,3544178.3141,1.0003
0.3030,1.5150,-1041.8027,3725892.2723,1.0003
0.3040,1.5200,-1054.8048,3916922.9043,1.0003
0.3050,1.5250,-1067.9363,4117747.8864,1.0003
0.3060,1.5300,-1081.1982,4328869.3854,1.0002
0.3070,1.5350,-1094.5913,4550815.3152,1.0002
0.3080,1.5400,-1108.1167,4784140.6561,1.0002
0.3090,1.5450,-1121.7754,5029428.8430,1.0002
0.3100,1.5500,-1135.5683,5287293.2242,1.0002
0.3110,1.5550,-1149.4965,5558378.5950,1.0002
0.3120,1.5600,-1163.5608,5843362.8099,1.0002
0.3130,1.5650,-1177.7624,6142958.4780,1.0002
0.3140,1.5700,-1192.1022,6457914.7445,1.0002
0.3150,1.5750,-1206.5811,6789019.1640,1.0002
0.3160,1.5800,-1221.2004,7137099.6702,1.0002
0.3170,1.5850,-1235.9608,7503026.6455,1.0002
0.3180,1.5900,-1250.8636,7887715.0981,1.0002
0.3190,1.5950,-1265.9096,8292126.9493,1.0002
0.3200,1.6000,-1281.1000,8717273.4396,1.0001
0.3210,1.6050,-1296.4357,9164217.6566,1.0001
0.3220,1.6100,-1311.9178,9634077.1936,1.0001
0.3230,1.6150,-1327.5474,10128026.9441,1.0001
0.3240,1.6200,-1343.3255,10647302.0400,1.0001
0.3250,1.6250,-1359.2531,11193200.9393,1.0001
0.3260,1.6300,-1375.3313,11767088.6737,1.0001
0.3270,1.6350,-1391.5613,12370400.2615,1.0001
0.3280,1.6400,-1407.9439,13004644.2958,1.0001
0.3290,1.6450,-1424.4804,13671406.7171,1.0001
0.3300,1.6500,-1441.1718,14372354.7788,1.0001
0.3310,1.6550,-1458.0192,15109241.2161,1.0001
0.3320,1.6600,-1475.0237,15883908.6290,1.0001
0.3330,1.6650,-1492.1864,16698294.0894,1.0001
0.3340,1.6700,-1509.5083,17554433.9853,1.0001
0.3350,1.6750,-1526.9906,18454469.1123,1.0001
0.3360,1.6800,-1544.6345,19400650.0270,1.0001
0.3370,1.6850,-1562.4409,20395342.6746,1.0001
0.3380,1.6900,-1580.4111,21441034.3048,1.0001
0.3390,1.6950,-1598.5461,22540339.6913,1.0001
0.3400,1.7000,-1616.8472,23696007.6703,1.0001
0.3410,1.7050,-1635.3153,24910928.0135,1.0001
0.3420,1.7100,-1653.9518,26188138.6548,1.0001
0.3430,1.7150,-1672.7576,27530833.2860,1.0001
0.3440,1.7200,-1691.7341,28942369.3430,1.0001
0.3450,1.7250,-1710.8822,30426276.4013,1.0001
0.3460,1.7300,-1730.2033,31986265.0013,1.0001
0.3470,1.7350,-1749.6984,33626235.9272,1.0001
0.3480,1.7400,-1769.3688,35350289.9605,1.0001
0.3490,1.7450,-1789.2155,37162738.1342,1.0000
0.3500,1.7500,-1809.2399,39068112.5130,1.0000
0.3510,1.7550,-1829.4431,41071177.5252,1.0000
0.3520,1.7600,-1849.8262,43176941.8767,1.0000
0.3530,1.7650,-1870.3905,45390671.0751,1.0000
0.3540,1.7700,-1891.1372,47717900.5967,1.0000
0.3550,1.7750,-1912.0675,50164449.7274,1.0000
0.3560,1.7800,-1933.1827,52736436.1143,1.0000
0.3570,1.7850,-1954.4838,55440291.0631,1.0000
0.3580,1.7900,-1975.9722,58282775.6196,1.0000
0.3590,1.7950,-1997.6492,61270997.4758,1.0000
0.3600,1.8000,-2019.5158,64412428.7427,1.0000
0.3610,1.8050,-2041.5734,67714924.6349,1.0000
0.3620,1.8100,-2063.8232,71186743.1122,1.0000
0.3630,1.8150,-2086.2666,74836565.5293,1.0000
0.3640,1.8200,-2108.9046,78673518.3434,1.0000
0.3650,1.8250,-2131.7387,82707195.9349,1.0000
0.3660,1.8300,-2154.7700,86947684.5989,1.0000
0.3670,1.8350,-2177.9998,91405587.7660,1.0000
0.3680,1.8400,-2201.4295,96092052.5159,1.0000
0.3690,1.8450,-2225.0603,101018797.4517,1.0000
0.3700,1.8500,-2248.8935,106198142.0020,1.0000
0.3710,1.8550,-2272.9304,111643037.2258,1.0000
0.3720,1.8600,-2297.1723,117367098.1974,1.0000
0.3730,1.8650,-2321.6205,123384638.0508,1.0000
0.3740,1.8700,-2346.2764,129710703.7699,1.0000
0.3750,1.8750,-2371.1412,136361113.8142,1.0000
0.3760,1.8800,-2396.2163,143352497.6728,1.0000
0.3770,1.8850,-2421.5029,150702337.4470,1.0000
0.3780,1.8900,-2447.0025,158429011.5646,1.0000
0.3790,1.8950,-2472.7164,166551840.7356,1.0000
0.3800,1.9000,-2498.6459,175091136.2639,1.0000
0.3810,1.9050,-2524.7924,184068250.8362,1.0000
0.3820,1.9100,-2551.1573,193505631.9148,1.0000
0.3830,1.9150,-2577.7418,203426877.8683,1.0000
0.3840,1.9200,-2604.5474,213856796.9793,1.0000
0.3850,1.9250,-2631.5755,224821469.4782,1.0000
0.3860,1.9300,-2658.8274,236348312.7575,1.0000
0.3870,1.9350,-2686.3045,248466149.9295,1.0000
0.3880,1.9400,-2714.0083,261205281.8990,1.0000
0.3890,1.9450,-2741.9400,274597563.1315,1.0000
0.3900,1.9500,-2770.1012,288676481.3057,1.0000
0.3910,1.9550,-2798.4932,303477241.0505,1.0000
0.3920,1.9600,-2827.1174,319036851.9747,1.0000
0.3930,1.9650,-2855.9753,335394221.2101,1.0000
0.3940,1.9700,-2885.0683,352590250.7000,1.0000
0.3950,1.9750,-2914.3979,370667939.4752,1.0000
0.3960,1.9800,-2943.9654,389672491.1738,1.0000
0.3970,1.9850,-2973.7723,409651427.0741,1.0000
0.3980,1.9900,-3003.8200,430654704.9225,1.0000
0.3990,1.9950,-3034.1101,452734843.8537,1.0000
0.4000,2.0000,-3064.6440,475947055.7160,1.0000
0.4010,2.0050,-3095.4231,500349383.1298,1.0000
0.4020,2.0100,-3126.4490,526002844.6242,1.0000
0.4030,2.0150,-3157.7230,552971587.2153,1.0000
0.4040,2.0200,-3189.2468,581323046.8069,1.0000
0.4050,2.0250,-3221.0217,611128116.8157,1.0000
0.4060,2.0300,-3253.0493,642461325.4413,1.0000
0.4070,2.0350,-3285.3311,675401022.0262,1.0000
0.4080,2.0400,-3317.8686,710029572.9693,1.0000
0.4090,2.0450,-3350.6633,746433567.6851,1.0000
0.4100,2.0500,-3383.7167,784704035.1225,1.0000
0.4110,2.0550,-3417.0304,824936671.3842,1.0000
0.4120,2.0600,-3450.6059,867232079.0171,1.0000
0.4130,2.0650,-3484.4447,911696018.5711,1.0000
0.4140,2.0700,-3518.5484,958439673.0552,1.0000
0.4150,2.0750,-3552.9186,1007579925.9533,1.0000
0.4160,2.0800,-3587.5567,1059239653.4937,1.0000
0.4170,2.0850,-3622.4644,1113548031.9036,1.0000
0.4180,2.0900,-3657.6432,1170640860.4169,1.0000
0.4190,2.0950,-3693.0947,1230660900.8434,1.0000
0.4200,2.1000,-3728.8206,1293758234.5470,1.0000
0.4210,2.1050,-3764.8222,1360090637.7281,1.0000
0.4220,2.1100,-3801.1014,1429823975.9454,1.0000
0.4230,2.1150,-3837.6596,1503132618.8672,1.0000
0.4240,2.1200,-3874.4985,1580199876.2854,1.0000
0.4250,2.1250,-3911.6197,1661218456.4861,1.0000
0.4260,2.1300,-3949.0248,1746390948.1205,1.0000
0.4270,2.1350,-3986.7154,1835930326.7821,1.0000
0.4280,2.1400,-4024.6932,1930060487.5565,1.0000
0.4290,2.1450,-4062.9598,2029016804.8759,1.0000
0.4300,2.1500,-4101.5168,2133046721.0775,1.0000
0.4310,2.1550,-4140.3659,2242410365.1388,1.0000
0.4320,2.1600,-4179.5088,2357381203.1347,1.0000
0.4330,2.1650,-4218.9471,2478246722.0459,1.0000
0.4340,2.1700,-4258.6825,2605309148.6258,1.0000
0.4350,2.1750,-4298.7166,2738886205.1246,1.0000
0.4360,2.1800,-4339.0512,2879311903.7608,1.0000
0.4370,2.1850,-4379.6880,3026937381.9255,1.0000
0.4380,2.1900,-4420.6285,3182131780.2087,1.0000
0.4390,2.1950,-4461.8746,3345283165.4433,1.0000
0.4400,2.2000,-4503.4279,3516799501.0741,1.0000
0.4410,2.2050,-4545.2901,3697109667.2791,1.0000
0.4420,2.2100,-4587.4630,3886664533.3932,1.0000
0.4430,2.2150,-4629.9483,4085938085.3164,1.0000
0.4440,2.2200,-4672.7478,4295428610.7254,1.0000
0.4450,2.2250,-4715.8631,4515659945.0525,1.0000
0.4460,2.2300,-4759.2960,4747182781.3470,1.0000
0.4470,2.2350,-4803.0482,4990576047.2943,1.0000
0.4480,2.2400,-4847.1216,5246448352.8373,1.0000
0.4490,2.2450,-4891.5178,5515439512.0178,1.0000
0.4500,2.2500,-4936.2387,5798222142.8448,1.0000
0.4510,2.2550,-4981.2860,6095503349.1905,1.0000
0.4520,2.2600,-5026.6616,6408026488.9176,1.0000
0.4530,2.2650,-5072.3671,6736573032.6613,1.0000
0.4540,2.2700,-5118.4045,7081964517.9133,1.0000
0.4550,2.2750,-5164.7754,7445064603.2931,1.0000
0.4560,2.2800,-5211.4818,7826781228.1446,1.0000
0.4570,2.2850,-5258.5253,8228068882.8571,1.0000
0.4580,2.2900,-5305.9080,8649930995.5889,1.0000
0.4590,2.2950,-5353.6315,9093422441.3600,1.0000
0.4600,2.3000,-5401.6977,9559652179.7892,1.0000
0.4610,2.3050,-5450.1085,10049786028.0707,1.0000
0.4620,2.3100,-5498.8657,10565049576.1247,1.0000
0.4630,2.3150,-5547.9712,11106731251.2099,1.0000
0.4640,2.3200,-5597.4268,11676185539.6636,1.0000
0.4650,2.3250,-5647.2343,12274836373.8223,1.0000
0.4660,2.3300,-5697.3958,12904180692.5948,1.0000
0.4670,2.3350,-5747.9130,13565792184.5887,1.0000
0.4680,1.8720,-1020.1051,132331033.8217,1.0000
0.4690,1.8760,-1027.3148,137731565.8017,1.0000
0.4700,1.8800,-1034.5627,143352497.6728,1.0000
0.4710,1.8840,-1041.8488,149202824.1253,1.0000
0.4720,1.8880,-1049.1733,155291906.9295,1.0000
0.4730,1.8920,-1056.5363,161629489.9172,1.0000
0.4740,1.8960,-1063.9380,168225714.5731,1.0000
0.4750,1.9000,-1071.3785,175091136.2639,1.0000
0.4760,1.9040,-1078.8578,182236741.1291,1.0000
0.4770,1.9080,-1086.3763,189673963.6609,1.0000
0.4780,1.9120,-1093.9339,197414705.0021,1.0000
0.4790,1.9160,-1101.5308,205471351.9902,1.0000
0.4800,1.9200,-1109.1673,213856796.9793,1.0000
0.4810,1.9240,-1116.8433,222584458.4704,1.0000
0.4820,1.9280,-1124.5590,231668302.5838,1.0000
0.4830,1.9320,-1132.3147,241122865.4081,1.0000
0.4840,1.9360,-1140.1103,250963276.2609,1.0000
0.4850,1.9400,-1147.9461,261205281.8990,1.0000
