tempo,posicao,velocidade,aceleracao
0.0000,100.0000,0.0000,-9.8100
0.0100,100.0000,-0.0981,-9.8198
0.0200,99.9990,-0.1963,-9.8296
0.0300,99.9971,-0.2946,-9.8395
0.0400,99.9941,-0.3930,-9.8493
0.0500,99.9902,-0.4915,-9.8591
0.0600,99.9853,-0.5901,-9.8690
0.0700,99.9794,-0.6888,-9.8789
0.0800,99.9725,-0.7876,-9.8888
0.0900,99.9646,-0.8864,-9.8986
0.1000,99.9557,-0.9854,-9.9085
0.1100,99.9459,-1.0845,-9.9185
0.1200,99.9350,-1.1837,-9.9284
0.1300,99.9232,-1.2830,-9.9383
0.1400,99.9104,-1.3824,-9.9482
0.1500,99.8965,-1.4818,-9.9582
0.1600,99.8817,-1.5814,-9.9681
0.1700,99.8659,-1.6811,-9.9781
0.1800,99.8491,-1.7809,-9.9881
0.1900,99.8313,-1.8808,-9.9981
0.2000,99.8125,-1.9808,-10.0081
0.2100,99.7927,-2.0808,-10.0181
0.2200,99.7719,-2.1810,-10.0281
0.2300,99.7501,-2.2813,-10.0381
0.2400,99.7272,-2.3817,-10.0482
0.2500,99.7034,-2.4822,-10.0582
0.2600,99.6786,-2.5827,-10.0683
0.2700,99.6528,-2.6834,-10.0783
0.2800,99.6259,-2.7842,-10.0884
0.2900,99.5981,-2.8851,-10.0985
0.3000,99.5693,-2.9861,-10.1086
0.3100,99.5394,-3.0872,-10.1187
0.3200,99.5085,-3.1883,-10.1288
0.3300,99.4766,-3.2896,-10.1390
0.3400,99.4437,-3.3910,-10.1491
0.3500,99.4098,-3.4925,-10.1593
0.3600,99.3749,-3.5941,-10.1694
0.3700,99.3390,-3.6958,-10.1796
0.3800,99.3020,-3.7976,-10.1898
0.3900,99.2640,-3.8995,-10.1999
0.4000,99.2250,-4.0015,-10.2101
0.4100,99.1850,-4.1036,-10.2204
0.4200,99.1440,-4.2058,-10.2306
0.4300,99.1019,-4.3081,-10.2408
0.4400,99.0588,-4.4105,-10.2511
0.4500,99.0147,-4.5130,-10.2613
0.4600,98.9696,-4.6156,-10.2716
0.4700,98.9235,-4.7184,-10.2818
0.4800,98.8763,-4.8212,-10.2921
0.4900,98.8281,-4.9241,-10.3024
0.5000,98.7788,-5.0271,-10.3127
