tempo,posicao,velocidade,aceleracao
0.0000,100.0000,0.0000,-9.8100
0.0010,100.0000,-0.0098,-9.8296
0.0020,100.0000,-0.0196,-9.8493
0.0030,100.0000,-0.0295,-9.8690
0.0040,99.9999,-0.0394,-9.8887
0.0050,99.9999,-0.0492,-9.9085
0.0060,99.9999,-0.0592,-9.9283
0.0070,99.9998,-0.0691,-9.9482
0.0080,99.9997,-0.0790,-9.9681
0.0090,99.9996,-0.0890,-9.9880
0.0100,99.9996,-0.0990,-10.0080
0.0110,99.9995,-0.1090,-10.0280
0.0120,99.9993,-0.1190,-10.0480
0.0130,99.9992,-0.1291,-10.0681
0.0140,99.9991,-0.1391,-10.0883
0.0150,99.9990,-0.1492,-10.1085
0.0160,99.9988,-0.1593,-10.1287
0.0170,99.9987,-0.1695,-10.1489
0.0180,99.9985,-0.1796,-10.1692
0.0190,99.9983,-0.1898,-10.1896
0.0200,99.9981,-0.2000,-10.2099
0.0210,99.9979,-0.2102,-10.2304
0.0220,99.9977,-0.2204,-10.2508
0.0230,99.9975,-0.2307,-10.2713
0.0240,99.9973,-0.2409,-10.2919
0.0250,99.9970,-0.2512,-10.3125
0.0260,99.9968,-0.2615,-10.3331
0.0270,99.9965,-0.2719,-10.3537
0.0280,99.9962,-0.2822,-10.3745
0.0290,99.9959,-0.2926,-10.3952
0.0300,99.9957,-0.3030,-10.4160
0.0310,99.9953,-0.3134,-10.4368
0.0320,99.9950,-0.3238,-10.4577
0.0330,99.9947,-0.3343,-10.4786
0.0340,99.9944,-0.3448,-10.4996
0.0350,99.9940,-0.3553,-10.5206
0.0360,99.9937,-0.3658,-10.5416
0.0370,99.9933,-0.3763,-10.5627
0.0380,99.9929,-0.3869,-10.5838
0.0390,99.9925,-0.3975,-10.6050
0.0400,99.9922,-0.4081,-10.6262
0.0410,99.9917,-0.4187,-10.6474
0.0420,99.9913,-0.4294,-10.6687
0.0430,99.9909,-0.4400,-10.6901
0.0440,99.9905,-0.4507,-10.7115
0.0450,99.9900,-0.4614,-10.7329
0.0460,99.9895,-0.4722,-10.7544
0.0470,99.9891,-0.4829,-10.7759
0.0480,99.9886,-0.4937,-10.7974
0.0490,99.9881,-0.5045,-10.8190
