tempo,posicao,velocidade,aceleracao
0.0000,100.0000,0.0000,-9.8100
0.0100,100.0000,-0.0981,-10.0062
0.0200,99.9990,-0.1982,-10.2063
0.0300,99.9970,-0.3002,-10.4105
0.0400,99.9940,-0.4043,-10.6187
0.0500,99.9900,-0.5105,-10.8310
0.0600,99.9849,-0.6188,-11.0477
0.0700,99.9787,-0.7293,-11.2686
0.0800,99.9714,-0.8420,-11.4940
0.0900,99.9630,-0.9569,-11.7239
0.1000,99.9534,-1.0742,-11.9583
0.1100,99.9427,-1.1938,-12.1975
0.1200,99.9307,-1.3157,-12.4415
0.1300,99.9176,-1.4401,-12.6903
0.1400,99.9032,-1.5670,-12.9441
0.1500,99.8875,-1.6965,-13.2030
0.1600,99.8705,-1.8285,-13.4670
0.1700,99.8523,-1.9632,-13.7364
0.1800,99.8326,-2.1005,-14.0111
0.1900,99.8116,-2.2407,-14.2913
0.2000,99.7892,-2.3836,-14.5771
0.2100,99.7654,-2.5293,-14.8687
0.2200,99.7401,-2.6780,-15.1661
0.2300,99.7133,-2.8297,-15.4694
0.2400,99.6850,-2.9844,-15.7788
0.2500,99.6552,-3.1422,-16.0943
0.2600,99.6237,-3.3031,-16.4162
0.2700,99.5907,-3.4673,-16.7446
0.2800,99.5560,-3.6347,-17.0794
0.2900,99.5197,-3.8055,-17.4210
0.3000,99.4816,-3.9797,-17.7695
0.3100,99.4418,-4.1574,-18.1248
0.3200,99.4003,-4.3387,-18.4873
0.3300,99.3569,-4.5235,-18.8571
0.3400,99.3116,-4.7121,-19.2342
0.3500,99.2645,-4.9045,-19.6189
0.3600,99.2155,-5.1006,-20.0113
0.3700,99.1645,-5.3008,-20.4115
0.3800,99.1115,-5.5049,-20.8198
0.3900,99.0564,-5.7131,-21.2361
0.4000,98.9993,-5.9254,-21.6609
0.4100,98.9400,-6.1420,-22.0941
0.4200,98.8786,-6.3630,-22.5360
0.4300,98.8150,-6.5883,-22.9867
0.4400,98.7491,-6.8182,-23.4464
0.4500,98.6809,-7.0527,-23.9153
0.4600,98.6104,-7.2918,-24.3937
0.4700,98.5375,-7.5358,-24.8815
0.4800,98.4621,-7.7846,-25.3792
0.4900,98.3843,-8.0384,-25.8867
0.5000,98.3039,-8.2972,-26.4045
0.5100,98.2209,-8.5613,-26.9326
0.5200,98.1353,-8.8306,-27.4712
0.5300,98.0470,-9.1053,-28.0206
0.5400,97.9559,-9.3855,-28.5811
0.5500,97.8621,-9.6713,-29.1527
0.5600,97.7654,-9.9629,-29.7357
0.5700,97.6657,-10.2602,-30.3304
0.5800,97.5631,-10.5635,-30.9371
0.5900,97.4575,-10.8729,-31.5558
0.6000,97.3488,-11.1885,-32.1869
0.6100,97.2369,-11.5103,-32.8307
0.6200,97.1218,-11.8386,-33.4873
0.6300,97.0034,-12.1735,-34.1570
0.6400,96.8817,-12.5151,-34.8401
0.6500,96.7565,-12.8635,-35.5370
0.6600,96.6279,-13.2188,-36.2477
0.6700,96.4957,-13.5813,-36.9726
0.6800,96.3599,-13.9510,-37.7121
0.6900,96.2204,-14.3282,-38.4663
0.7000,96.0771,-14.7128,-39.2357
0.7100,95.9300,-15.1052,-40.0204
0.7200,95.7789,-15.5054,-40.8208
0.7300,95.6238,-15.9136,-41.6372
0.7400,95.4647,-16.3300,-42.4699
0.7500,95.3014,-16.7547,-43.3193
0.7600,95.1339,-17.1879,-44.1857
0.7700,94.9620,-17.6297,-45.0694
0.7800,94.7857,-18.0804,-45.9708
0.7900,94.6049,-18.5401,-46.8903
0.8000,94.4195,-19.0090,-47.8281
0.8100,94.2294,-19.4873,-48.7846
0.8200,94.0345,-19.9752,-49.7603
0.8300,93.8348,-20.4728,-50.7555
0.8400,93.6300,-20.9803,-51.7706
0.8500,93.4202,-21.4980,-52.8060
0.8600,93.2053,-22.0261,-53.8622
0.8700,92.9850,-22.5647,-54.9394
0.8800,92.7594,-23.1141,-56.0382
0.8900,92.5282,-23.6745,-57.1590
0.9000,92.2915,-24.2461,-58.3021
0.9100,92.0490,-24.8291,-59.4682
0.9200,91.8007,-25.4238,-60.6575
0.9300,91.5465,-26.0303,-61.8707
0.9400,91.2862,-26.6491,-63.1081
0.9500,91.0197,-27.2801,-64.3703
0.9600,90.7469,-27.9238,-65.6577
0.9700,90.4676,-28.5804,-66.9708
0.9800,90.1818,-29.2501,-68.3102
0.9900,89.8893,-29.9332,-69.6764
1.0000,89.5900,-30.6300,-71.0700
1.0100,89.2837,-31.3407,-72.4914
1.0200,88.9703,-32.0656,-73.9412
1.0300,88.6496,-32.8050,-75.4200
1.0400,88.3216,-33.5592,-76.9284
1.0500,87.9860,-34.3285,-78.4670
1.0600,87.6427,-35.1132,-80.0363
1.0700,87.2916,-35.9135,-81.6371
1.0800,86.9324,-36.7299,-83.2698
1.0900,86.5651,-37.5626,-84.9352
1.1000,86.1895,-38.4120,-86.6339
1.1100,85.8054,-39.2783,-88.3666
1.1200,85.4126,-40.1620,-90.1339
1.1300,85.0110,-41.0633,-91.9366
1.1400,84.6004,-41.9827,-93.7753
1.1500,84.1805,-42.9204,-95.6508
1.1600,83.7513,-43.8769,-97.5639
1.1700,83.3126,-44.8526,-99.5151
1.1800,82.8640,-45.8477,-101.5054
1.1900,82.4056,-46.8628,-103.5355
1.2000,81.9369,-47.8981,-105.6062
1.2100,81.4580,-48.9542,-107.7184
1.2200,80.9684,-50.0314,-109.8727
1.2300,80.4681,-51.1301,-112.0702
1.2400,79.9568,-52.2508,-114.3116
1.2500,79.4343,-53.3939,-116.5978
1.2600,78.9004,-54.5599,-118.9298
1.2700,78.3548,-55.7492,-121.3084
1.2800,77.7973,-56.9623,-123.7346
1.2900,77.2276,-58.1996,-126.2092
1.3000,76.6456,-59.4617,-128.7334
1.3100,76.0510,-60.7490,-131.3081
1.3200,75.4435,-62.0621,-133.9343
1.3300,74.8229,-63.4015,-136.6129
1.3400,74.1889,-64.7676,-139.3452
1.3500,73.5412,-66.1611,-142.1321
1.3600,72.8796,-67.5824,-144.9747
1.3700,72.2038,-69.0321,-147.8742
1.3800,71.5135,-70.5109,-150.8317
1.3900,70.8084,-72.0192,-153.8484
1.4000,70.0882,-73.5577,-156.9253
1.4100,69.3526,-75.1269,-160.0638
1.4200,68.6013,-76.7276,-163.2651
1.4300,67.8340,-78.3602,-166.5304
1.4400,67.0504,-80.0255,-169.8610
1.4500,66.2502,-81.7241,-173.2582
1.4600,65.4329,-83.4567,-176.7234
1.4700,64.5984,-85.2239,-180.2579
1.4800,63.7461,-87.0265,-183.8630
1.4900,62.8759,-88.8651,-187.5403
1.5000,61.9872,-90.7406,-191.2911
1.5100,61.0798,-92.6535,-195.1169
1.5200,60.1533,-94.6046,-199.0193
1.5300,59.2072,-96.5948,-202.9996
1.5400,58.2413,-98.6248,-207.0596
1.5500,57.2550,-100.6954,-211.2008
1.5600,56.2481,-102.8074,-215.4249
1.5700,55.2200,-104.9617,-219.7333
1.5800,54.1704,-107.1590,-224.1280
