Tamanho_Amostra,Média_das_Médias,Desvio_Padrão_das_Médias,Erro_Padrão_Teórico,Assimetria,P_valor_Shapiro
5,19.1586,15.051111707656801,14.082862352427506,8.24124645230259,9.389379609074569e-93
50,18.814405999999998,4.511959792072679,4.453392100830781,2.4882178667080743,4.57731229944843e-71
