coluna,tipo_python,categoria_tipo,valores_totais,valores_validos,valores_nulos,percentual_preenchimento,valores_unicos,taxa_unica,minimo,maximo,amplitude,intervalo_textual,media,mediana,moda,desvio_padrao,variancia,coeficiente_variacao_pct,assimetria,curtose,quartil_25,quartil_50,quartil_75,amplitude_interquartil,limite_inferior_iqr,limite_superior_iqr,range_iqr,soma,produto,percentil_5,percentil_95,valores_top_5,frequencia_top,comprimento_min,comprimento_max,comprimento_medio,comprimento_desvio,diversidade,valor_mais_frequente,frequencia_maxima
id_gta,int64,NUMÉRICO,311,311,0,100.0,311,100.0,6216.0,18072282.0,18066066.0,"[6216, 18072282]",8325406.797428,8105213.0,6216.0,5461870.471707,29832029049701.523,65.6048,0.1279,-1.2378,3314671.5,8105213.0,13174684.5,9860013.0,-11475348.0,27964704.0,"[3314671.5, 13174684.5]",2589201514.0,,230558.5,17114282.5,,,,,,,,,
dt_emissao_gta,object,CATEGÓRICO,311,311,0,100.0,311,100.0,,,,,,,,,,,,,,,,,,,,,,,,"{'2017-09-15 08:43:07.588': 1, '2021-06-16 08:12:09.641': 1, '2013-09-04 08:59:57.521': 1, '2016-12-07 09:29:34.062': 1, '2016-12-20 15:53:01.167': 1}",1.0,23.0,23.0,23.0,0.0,1.0,2017-09-15 08:43:07.588,1.0
cod_produtor_origem,int64,NUMÉRICO,311,311,0,100.0,283,91.0,736.0,3359222.0,3358486.0,"[736, 3359222]",980430.958199,288691.0,344083.0,1328715.780874,1765485626343.292,135.5236,1.0445,-0.8576,73247.0,288691.0,3074223.5,3000976.5,-4428217.75,7575688.25,"[73247.0, 3074223.5]",304914028.0,,15650.5,3267098.0,,,,,,,,,
cod_produtor_destino,int64,NUMÉRICO,311,311,0,100.0,203,65.27,2190.0,3310463.0,3308273.0,"[2190, 3310463]",963562.575563,290259.0,2190.0,1309625.960966,1715120157637.032,135.915,1.0816,-0.7753,73024.0,290259.0,3051016.0,2977992.0,-4393964.0,7518004.0,"[73024.0, 3051016.0]",299667961.0,,16443.0,3259100.0,,,,,,,,,
qtd,int64,NUMÉRICO,311,311,0,100.0,210,67.52,1.0,4603.0,4602.0,"[1, 4603]",350.038585,170.0,1.0,520.856229,271291.21141,148.7997,3.4687,18.0603,40.0,170.0,421.5,381.5,-532.25,993.75,"[40.0, 421.5]",108862.0,,3.0,1388.0,,,,,,,,,
distancia_km,float64,NUMÉRICO,311,311,0,100.0,180,57.88,0.0,2469.95,2469.95,"[0.0, 2469.95]",292.309711,55.08,0.0,449.943071,202448.767398,153.9268,2.0502,4.7183,0.0,55.08,476.735,476.735,-715.1025,1191.8375,"[0.0, 476.735]",90908.32,,0.0,1165.695,,,,,,,,,
data_seconds,int64,NUMÉRICO,311,311,0,100.0,311,100.0,1336144677.0,1744465375.0,408320698.0,"[1336144677, 1744465375]",1552026769.736334,1559825115.0,1336144677.0,120163842.845043,1.4439349127288274e+16,7.7424,-0.0844,-1.2332,1443499943.0,1559825115.0,1660463184.0,216963241.0,1118055081.5,1985908045.5,"[1443499943.0, 1660463184.0]",482680325388.0,,1357900595.0,1729721581.5,,,,,,,,,
