Limite_Inferior,Limite_Superior,Contém_Média
12.93886342519362,23.321136574806378,Sim
14.255716984721202,21.904283015278793,Sim
13.286073228021868,36.71392677197813,Sim
13.630028036698207,22.52997196330179,Sim
15.782210646520825,24.037789353479177,Sim
13.264859890542843,20.75514010945716,Sim
15.137244861993558,22.84275513800644,Sim
11.765339676026366,18.814660323973634,Não
13.804501369167333,21.11549863083267,Sim
13.076716583430475,19.843283416569527,Sim
11.379435857832682,28.100564142167315,Sim
14.259147117498589,23.70085288250141,Sim
11.834578137618976,18.425421862381025,Não
12.865379192935897,24.694620807064105,Sim
14.522134806295877,23.497865193704126,Sim
14.699846665529893,35.2001533344701,Sim
11.230591039538018,31.789408960461984,Sim
12.65475808149419,30.465241918505807,Sim
11.086410306725792,21.37358969327421,Sim
13.279753076126259,26.40024692387374,Sim
11.886146681936504,20.973853318063497,Sim
13.830534950427499,20.509465049572505,Sim
14.472938818495694,27.287061181504306,Sim
14.645664729871424,27.074335270128575,Sim
16.467676007071837,27.19232399292816,Sim
14.040786784274719,21.339213215725284,Sim
12.162396175301883,37.517603824698114,Sim
12.905816163692052,19.394183836307946,Sim
15.718127302715208,25.481872697284793,Sim
12.194560419917742,42.14543958008226,Sim
13.225783915849753,19.774216084150247,Sim
14.643178797119054,21.896821202880943,Sim
15.6437924551657,24.7762075448343,Sim
15.425619798751132,22.13438020124887,Sim
13.570327395582941,20.289672604417056,Sim
12.910144731845707,33.229855268154296,Sim
14.54896006553468,23.49103993446532,Sim
13.79736735410059,23.92263264589941,Sim
12.037928238792219,19.70207176120778,Sim
13.460049073224427,21.479950926775572,Sim
13.617755075237262,23.08224492476274,Sim
12.988493329510057,20.711506670489946,Sim
12.750664796431996,19.989335203568007,Sim
13.566233545639752,25.27376645436025,Sim
16.345698296022775,33.35430170397723,Sim
11.78125608739857,19.47874391260143,Sim
13.435799344826282,21.244200655173717,Sim
13.775970716828907,21.164029283171093,Sim
13.356367473284664,25.263632526715334,Sim
16.865276775553287,25.994723224446712,Sim
15.27064108712351,36.88935891287649,Sim
11.54154128723687,19.23845871276313,Sim
16.076005236624184,24.223994763375813,Sim
17.49206321746948,27.72793678253052,Sim
17.36852484243907,26.25147515756093,Sim
14.794231372650543,22.365768627349453,Sim
13.7265611945864,23.9134388054136,Sim
14.764426206105156,22.955573793894843,Sim
12.260070091909856,20.419929908090143,Sim
12.196094953699067,18.463905046300933,Não
11.49458131252849,18.525418687471507,Não
17.04430942125733,25.37569057874267,Sim
14.171445210339467,22.188554789660532,Sim
17.542269342907574,27.79773065709243,Sim
13.274694304695801,19.545305695304197,Sim
11.25529632974889,26.184703670251107,Sim
11.202344175433872,18.25765582456613,Não
13.863850779473285,21.956149220526715,Sim
15.341911239295154,23.958088760704843,Sim
14.166391901103877,22.65360809889612,Sim
10.976368443112104,15.783631556887897,Não
13.409069672523149,21.370930327476852,Sim
14.441675287441512,28.57832471255849,Sim
11.543518650699895,23.29648134930011,Sim
11.460684006174972,20.659315993825025,Sim
13.681834759546021,21.838165240453982,Sim
13.10692657822107,21.693073421778927,Sim
15.887949645349192,26.772050354650805,Sim
13.9458513402498,21.034148659750198,Sim
13.90408235390382,23.73591764609618,Sim
11.712723962156486,17.847276037843514,Não
13.093782553261253,25.726217446738747,Sim
15.307405740160164,27.312594259839834,Sim
14.17686287841079,21.403137121589207,Sim
17.31541223948063,29.884587760519373,Sim
14.61727306888828,22.88272693111172,Sim
13.889886581915611,29.510113418084387,Sim
15.712373171768487,26.027626828231515,Sim
12.645566856624866,18.534433143375136,Não
14.993725865952898,23.886274134047106,Sim
15.062200554337252,25.837799445662746,Sim
13.92897429797333,23.551025702026667,Sim
11.715496118536919,29.444503881463078,Sim
13.176652256581542,20.083347743418457,Sim
11.669875768451456,33.85012423154855,Sim
15.458159618064457,24.261840381935542,Sim
11.912628188622753,20.447371811377245,Sim
5.618937649022378,55.081062350977625,Sim
15.834820059015872,24.12517994098413,Sim
14.020449850036318,22.27955014996368,Sim
14.146668960678465,23.433331039321533,Sim
13.06960020924117,20.19039979075883,Sim
13.891354675357423,21.388645324642578,Sim
12.79198650252643,21.648013497473567,Sim
12.397650304161843,20.66234969583816,Sim
15.770532294640642,27.60946770535936,Sim
12.480166348612496,20.3198336513875,Sim
13.79513054194815,24.66486945805185,Sim
14.149953753261416,21.050046246738585,Sim
17.6285710022453,25.851428997754695,Sim
16.840567810846043,30.75943218915396,Sim
13.977925520027828,26.10207447997217,Sim
15.089000291388526,22.930999708611477,Sim
12.03587579326965,28.704124206730352,Sim
13.888385370234925,21.391614629765076,Sim
14.005292273775655,23.434707726224342,Sim
11.37419295479431,16.80580704520569,Não
14.290531026869832,21.90946897313017,Sim
12.636792811851642,22.00320718814836,Sim
12.662286173416039,21.05771382658396,Sim
10.238639453541461,27.321360546458543,Sim
12.861689583886836,20.238310416113166,Sim
12.3509707828488,22.1890292171512,Sim
15.187631625662114,25.452368374337887,Sim
11.532238400555446,17.467761599444554,Não
14.607513380308681,27.27248661969132,Sim
14.60046017080499,27.21953982919501,Sim
14.333451448310644,21.846548551689356,Sim
13.703880180670508,24.43611981932949,Sim
12.631459335353645,20.088540664646352,Sim
13.9536792749566,20.3863207250434,Sim
14.83765878685401,24.502341213145993,Sim
13.436518579620333,20.463481420379665,Sim
13.450769090324595,20.409230909675404,Sim
15.904944182882502,29.4750558171175,Sim
16.427310913606682,26.932689086393317,Sim
14.927807656092535,23.192192343907465,Sim
13.074165070195217,25.285834929804782,Sim
13.1684336451892,20.8715663548108,Sim
13.705765434217543,25.074234565782458,Sim
12.89352372246177,30.426476277538228,Sim
11.041585320094734,16.718414679905266,Não
15.422691554568848,23.417308445431154,Sim
13.320208682434167,19.859791317565833,Sim
13.89050281120101,26.78949718879899,Sim
14.355606639173557,21.244393360826443,Sim
13.09549641188906,21.064503588110938,Sim
14.655670005388098,26.484329994611905,Sim
13.68143116994563,25.23856883005437,Sim
16.343978423924764,26.296021576075237,Sim
11.147388841072006,17.172611158927996,Não
9.641292150001652,34.19870784999835,Sim
16.546755848389306,25.873244151610695,Sim
11.44098128196961,16.479018718030392,Não
11.535079928218298,17.8049200717817,Não
10.552388586136003,17.847611413863994,Não
11.62286662816595,18.61713337183405,Não
15.299626804084575,34.340373195915426,Sim
13.986407467767643,20.413592532232357,Sim
15.9084162441722,29.671583755827797,Sim
13.136488098004556,22.443511901995443,Sim
16.284771365711723,31.115228634288275,Sim
14.144670623478092,21.115329376521906,Sim
7.281136784787709,41.39886321521229,Sim
13.338859279588593,21.801140720411407,Sim
12.322706198618924,18.357293801381076,Não
12.781098797455885,19.118901202544116,Sim
14.383611328900177,28.896388671099825,Sim
11.103716040643837,35.03628395935616,Sim
10.13446654098922,32.545533459010784,Sim
12.337978394044695,19.122021605955304,Sim
12.901120894533781,23.61887910546622,Sim
14.634210805349706,23.48578919465029,Sim
12.266628342625982,22.453371657374017,Sim
15.366788020840895,25.05321197915911,Sim
13.216891161107101,19.8031088388929,Sim
13.16435266188638,19.135647338113618,Sim
13.841376332850306,22.81862366714969,Sim
12.220193917489532,20.15980608251047,Sim
16.2708141372879,24.249185862712103,Sim
12.312178670538467,21.287821329461536,Sim
13.183423720129053,19.756576279870945,Sim
11.766632730335033,22.773367269664966,Sim
12.288484739796512,22.931515260203486,Sim
13.376102358751137,27.443897641248864,Sim
14.812589769039338,33.96741023096067,Sim
14.30822441183069,26.37177558816931,Sim
13.002106487068653,19.65789351293134,Sim
14.674769156829203,21.605230843170798,Sim
14.997963961057234,24.542036038942765,Sim
12.698851378575565,23.881148621424433,Sim
13.797072267438107,22.402927732561896,Sim
16.5805766799856,26.5194233200144,Sim
14.899754439168436,25.08024556083156,Sim
11.412194212382294,17.487805787617706,Não
12.244595942828745,21.155404057171253,Sim
15.006266905594142,22.753733094405856,Sim
13.946808049870608,22.893191950129395,Sim
13.97585666747576,23.26414333252424,Sim
13.859327180962797,35.360672819037205,Sim
11.175158821421501,18.6648411785785,Não
14.583951032367544,22.076048967632453,Sim
14.511973126507868,23.408026873492133,Sim
12.811077780212687,23.988922219787312,Sim
14.52101252150288,21.67898747849712,Sim
8.188239896860296,40.051760103139706,Sim
5.379027358520329,45.00097264147968,Sim
12.343282359103885,23.056717640896114,Sim
16.982165501902728,28.77783449809727,Sim
11.97887447115574,33.66112552884426,Sim
12.514317718403534,19.305682281596468,Sim
14.128416465268707,28.611583534731295,Sim
13.961823331750988,21.318176668249013,Sim
12.928521585972877,21.23147841402712,Sim
10.735356305362895,17.944643694637104,Não
13.680986939436561,21.27901306056344,Sim
11.100642052977262,17.979357947022738,Não
12.397523405789876,20.182476594210122,Sim
11.203333794152567,17.956666205847434,Não
14.558724520826978,24.081275479173023,Sim
16.241306881718668,25.498693118281334,Sim
15.996186600837946,23.923813399162057,Sim
12.540424013638692,19.819575986361308,Sim
15.503894524854058,31.056105475145944,Sim
17.863345132009556,28.376654867990446,Sim
12.100303661275222,19.259696338724776,Sim
13.526167104446829,20.293832895553173,Sim
13.481147081625931,22.178852918374066,Sim
14.099227682516577,32.44077231748342,Sim
10.968588718682712,17.39141128131729,Não
16.67406078895548,25.305939211044517,Sim
6.2277796925412225,45.67222030745877,Sim
15.216852109322183,28.62314789067782,Sim
15.196505576745064,24.923494423254933,Sim
15.924685198014132,26.735314801985865,Sim
10.999838413468112,24.34016158653189,Sim
14.097845917334233,23.10215408266577,Sim
12.266028703300098,20.4539712966999,Sim
14.658530692907707,21.021469307092293,Sim
9.551052346074584,41.50894765392542,Sim
12.894518249550064,22.085481750449933,Sim
13.810519366355798,20.6694806336442,Sim
15.36050258252476,24.27949741747524,Sim
13.693251618204203,21.646748381795803,Sim
12.295276512145215,17.924723487854784,Não
13.189906119363993,25.91009388063601,Sim
12.094528466375447,20.685471533624554,Sim
14.881306791644093,36.518693208355906,Sim
11.552364085011554,18.927635914988446,Sim
13.788666001871823,23.711333998128175,Sim
12.28774696224933,18.93225303775067,Sim
15.716658233268165,24.323341766731836,Sim
15.928022651344897,24.891977348655104,Sim
11.541564736194118,18.17843526380588,Não
10.77013284993267,15.809867150067328,Não
14.116957503493092,21.403042496506913,Sim
12.061746702294004,19.138253297705997,Sim
14.076866878660727,25.423133121339273,Sim
11.736478184308503,23.7835218156915,Sim
16.359661358388074,24.140338641611926,Sim
15.237386799562021,23.72261320043798,Sim
16.365704779366162,26.37429522063384,Sim
13.685839457059043,20.09416054294096,Sim
12.830168682644212,19.98983131735579,Sim
14.232219079562004,24.767780920437996,Sim
13.23140830816366,20.828591691836344,Sim
13.442251420628757,20.837748579371244,Sim
11.68264811975864,18.937351880241362,Sim
16.77226689478568,31.787733105214322,Sim
13.755670030483442,21.304329969516562,Sim
17.830838090434895,31.629161909565106,Sim
16.70488503446024,28.65511496553976,Sim
14.459926729756019,21.66007327024398,Sim
12.693205528959473,29.666794471040525,Sim
14.885721789070441,28.094278210929556,Sim
16.56974792571998,25.25025207428002,Sim
12.89713381225927,19.70286618774073,Sim
10.327867822110225,16.652132177889776,Não
14.495152204159856,24.18484779584014,Sim
15.989527743086889,25.210472256913114,Sim
14.15767693586574,20.80232306413426,Sim
16.18062222773684,24.49937777226316,Sim
3.12679964542626,84.73320035457374,Sim
17.06776305269488,39.29223694730512,Sim
13.33593398810643,21.12406601189357,Sim
10.48471909425636,30.715280905743644,Sim
14.634271052568495,28.20572894743151,Sim
12.58684587406909,20.313154125930907,Sim
14.319735684026295,23.460264315973706,Sim
11.928420829883724,19.131579170116275,Sim
12.746327136745432,20.03367286325457,Sim
14.45891930624061,24.82108069375939,Sim
14.204148634731073,20.49585136526893,Sim
11.823328093685095,33.4366719063149,Sim
11.661811726127098,17.1981882738729,Não
11.935422982822853,19.224577017177147,Sim
12.712605339120518,32.60739466087948,Sim
12.21914579206684,20.620854207933164,Sim
14.770276607105401,24.989723392894597,Sim
8.877601545199635,41.182398454800364,Sim
14.892929893540696,23.787070106459304,Sim
15.178388499764594,25.801611500235403,Sim
15.380597809522687,22.87940219047731,Sim
11.904507678839881,18.07549232116012,Não
17.366649319163972,27.41335068083603,Sim
14.18146949531004,20.798530504689957,Sim
13.103944842655682,24.41605515734432,Sim
13.505919078701893,35.91408092129811,Sim
9.685491446260055,27.934508553739942,Sim
14.949335847920974,25.470664152079028,Sim
10.53275373302342,28.667246266976584,Sim
14.257708486785893,21.702291513214107,Sim
4.988590299985297,61.7514097000147,Sim
13.529194562657207,26.030805437342796,Sim
13.708341454179642,21.331658545820357,Sim
11.203897598205169,18.736102401794835,Não
15.237757798304386,24.20224220169561,Sim
14.377985662525731,22.22201433747427,Sim
13.968674982040982,19.85132501795902,Sim
13.231252138329065,23.068747861670932,Sim
13.35389356618062,20.766106433819377,Sim
10.876799300351314,17.903200699648686,Não
11.701250626910781,23.378749373089217,Sim
13.456733239292863,21.663266760707135,Sim
14.402644143567642,26.897355856432355,Sim
12.85137272539979,20.268627274600206,Sim
11.369390941756928,16.87060905824307,Não
12.194265280562384,18.825734719437616,Não
13.32556016797322,19.69443983202678,Sim
14.61558572914314,23.924414270856857,Sim
14.988934160275308,21.45106583972469,Sim
13.613231903795963,23.62676809620404,Sim
14.360366932513976,25.399633067486022,Sim
13.718204459172602,21.441795540827396,Sim
19.436906855291213,31.823093144708785,Não
12.362699980759007,19.297300019240993,Sim
