tempo_s,posicao_m,velocidade_m_s
3.6980,32.1074,-36.9563
3.6990,32.0705,-36.9665
3.7000,32.0335,-36.9767
3.7010,31.9965,-36.9868
3.7020,31.9595,-36.9970
3.7030,31.9225,-37.0072
3.7040,31.8855,-37.0174
3.7050,31.8485,-37.0276
3.7060,31.8115,-37.0377
3.7070,31.7744,-37.0479
3.7080,31.7374,-37.0581
3.7090,31.7003,-37.0683
3.7100,31.6633,-37.0785
3.7110,31.6262,-37.0886
3.7120,31.5891,-37.0988
3.7130,31.5520,-37.1090
3.7140,31.5149,-37.1192
3.7150,31.4778,-37.1294
3.7160,31.4406,-37.1396
3.7170,31.4035,-37.1497
3.7180,31.3664,-37.1599
3.7190,31.3292,-37.1701
3.7200,31.2920,-37.1803
3.7210,31.2548,-37.1905
3.7220,31.2176,-37.2006
3.7230,31.1804,-37.2108
3.7240,31.1432,-37.2210
3.7250,31.1060,-37.2312
3.7260,31.0688,-37.2414
3.7270,31.0315,-37.2516
3.7280,30.9943,-37.2617
3.7290,30.9570,-37.2719
3.7300,30.9198,-37.2821
3.7310,30.8825,-37.2923
3.7320,30.8452,-37.3025
3.7330,30.8079,-37.3127
3.7340,30.7706,-37.3228
3.7350,30.7332,-37.3330
3.7360,30.6959,-37.3432
3.7370,30.6586,-37.3534
3.7380,30.6212,-37.3636
3.7390,30.5839,-37.3738
3.7400,30.5465,-37.3839
3.7410,30.5091,-37.3941
3.7420,30.4717,-37.4043
3.7430,30.4343,-37.4145
3.7440,30.3969,-37.4247
3.7450,30.3595,-37.4349
3.7460,30.3220,-37.4450
3.7470,30.2846,-37.4552
3.7480,30.2471,-37.4654
3.7490,30.2097,-37.4756
3.7500,30.1722,-37.4858
3.7510,30.1347,-37.4960
3.7520,30.0972,-37.5061
3.7530,30.0597,-37.5163
3.7540,30.0222,-37.5265
3.7550,29.9847,-37.5367
3.7560,29.9471,-37.5469
3.7570,29.9096,-37.5571
3.7580,29.8720,-37.5673
3.7590,29.8344,-37.5774
3.7600,29.7969,-37.5876
3.7610,29.7593,-37.5978
3.7620,29.7217,-37.6080
3.7630,29.6841,-37.6182
3.7640,29.6465,-37.6284
3.7650,29.6088,-37.6386
3.7660,29.5712,-37.6487
3.7670,29.5335,-37.6589
3.7680,29.4959,-37.6691
3.7690,29.4582,-37.6793
3.7700,29.4205,-37.6895
3.7710,29.3828,-37.6997
3.7720,29.3451,-37.7099
3.7730,29.3074,-37.7201
3.7740,29.2697,-37.7302
3.7750,29.2320,-37.7404
3.7760,29.1942,-37.7506
3.7770,29.1565,-37.7608
3.7780,29.1187,-37.7710
3.7790,29.0810,-37.7812
3.7800,29.0432,-37.7914
3.7810,29.0054,-37.8016
3.7820,28.9676,-37.8117
3.7830,28.9298,-37.8219
3.7840,28.8920,-37.8321
3.7850,28.8541,-37.8423
3.7860,28.8163,-37.8525
3.7870,28.7784,-37.8627
3.7880,28.7406,-37.8729
3.7890,28.7027,-37.8831
3.7900,28.6648,-37.8933
3.7910,28.6269,-37.9034
3.7920,28.5890,-37.9136
3.7930,28.5511,-37.9238
3.7940,28.5132,-37.9340
3.7950,28.4752,-37.9442
3.7960,28.4373,-37.9544
3.7970,28.3993,-37.9646
3.7980,28.3614,-37.9748
3.7990,28.3234,-37.9850
3.8000,28.2854,-37.9951
3.8010,28.2474,-38.0053
3.8020,28.2094,-38.0155
3.8030,28.1714,-38.0257
3.8040,28.1334,-38.0359
3.8050,28.0953,-38.0461
3.8060,28.0573,-38.0563
3.8070,28.0192,-38.0665
3.8080,27.9812,-38.0767
3.8090,27.9431,-38.0869
3.8100,27.9050,-38.0970
3.8110,27.8669,-38.1072
3.8120,27.8288,-38.1174
3.8130,27.7907,-38.1276
3.8140,27.7526,-38.1378
3.8150,27.7144,-38.1480
3.8160,27.6763,-38.1582
3.8170,27.6381,-38.1684
3.8180,27.5999,-38.1786
3.8190,27.5618,-38.1888
3.8200,27.5236,-38.1990
3.8210,27.4854,-38.2092
3.8220,27.4472,-38.2193
3.8230,27.4089,-38.2295
3.8240,27.3707,-38.2397
3.8250,27.3325,-38.2499
3.8260,27.2942,-38.2601
3.8270,27.2560,-38.2703
3.8280,27.2177,-38.2805
3.8290,27.1794,-38.2907
3.8300,27.1411,-38.3009
3.8310,27.1028,-38.3111
3.8320,27.0645,-38.3213
3.8330,27.0262,-38.3315
3.8340,26.9879,-38.3417
3.8350,26.9495,-38.3519
3.8360,26.9112,-38.3620
3.8370,26.8728,-38.3722
3.8380,26.8344,-38.3824
3.8390,26.7961,-38.3926
3.8400,26.7577,-38.4028
3.8410,26.7193,-38.4130
3.8420,26.6808,-38.4232
3.8430,26.6424,-38.4334
3.8440,26.6040,-38.4436
3.8450,26.5655,-38.4538
3.8460,26.5271,-38.4640
3.8470,26.4886,-38.4742
3.8480,26.4502,-38.4844
3.8490,26.4117,-38.4946
3.8500,26.3732,-38.5048
3.8510,26.3347,-38.5150
3.8520,26.2962,-38.5252
3.8530,26.2576,-38.5354
3.8540,26.2191,-38.5455
3.8550,26.1805,-38.5557
3.8560,26.1420,-38.5659
3.8570,26.1034,-38.5761
3.8580,26.0648,-38.5863
3.8590,26.0263,-38.5965
3.8600,25.9877,-38.6067
3.8610,25.9491,-38.6169
3.8620,25.9104,-38.6271
3.8630,25.8718,-38.6373
3.8640,25.8332,-38.6475
3.8650,25.7945,-38.6577
3.8660,25.7559,-38.6679
3.8670,25.7172,-38.6781
3.8680,25.6785,-38.6883
3.8690,25.6398,-38.6985
3.8700,25.6011,-38.7087
3.8710,25.5624,-38.7189
3.8720,25.5237,-38.7291
3.8730,25.4850,-38.7393
3.8740,25.4462,-38.7495
3.8750,25.4075,-38.7597
3.8760,25.3687,-38.7699
3.8770,25.3300,-38.7801
3.8780,25.2912,-38.7903
3.8790,25.2524,-38.8005
3.8800,25.2136,-38.8107
3.8810,25.1748,-38.8209
3.8820,25.1360,-38.8311
3.8830,25.0971,-38.8413
3.8840,25.0583,-38.8515
3.8850,25.0194,-38.8617
3.8860,24.9806,-38.8719
3.8870,24.9417,-38.8821
3.8880,24.9028,-38.8923
3.8890,24.8639,-38.9025
3.8900,24.8250,-38.9126
3.8910,24.7861,-38.9228
3.8920,24.7472,-38.9330
3.8930,24.7083,-38.9432
3.8940,24.6693,-38.9534
3.8950,24.6304,-38.9636
3.8960,24.5914,-38.9738
3.8970,24.5524,-38.9840
3.8980,24.5134,-38.9942
3.8990,24.4744,-39.0044
3.9000,24.4354,-39.0146
3.9010,24.3964,-39.0248
3.9020,24.3574,-39.0350
3.9030,24.3184,-39.0452
3.9040,24.2793,-39.0554
3.9050,24.2403,-39.0656
3.9060,24.2012,-39.0758
3.9070,24.1621,-39.0860
3.9080,24.1230,-39.0962
3.9090,24.0839,-39.1065
3.9100,24.0448,-39.1167
3.9110,24.0057,-39.1269
3.9120,23.9666,-39.1371
3.9130,23.9275,-39.1473
3.9140,23.8883,-39.1575
3.9150,23.8492,-39.1677
3.9160,23.8100,-39.1779
3.9170,23.7708,-39.1881
3.9180,23.7316,-39.1983
3.9190,23.6924,-39.2085
3.9200,23.6532,-39.2187
3.9210,23.6140,-39.2289
3.9220,23.5748,-39.2391
3.9230,23.5355,-39.2493
3.9240,23.4963,-39.2595
3.9250,23.4570,-39.2697
3.9260,23.4177,-39.2799
3.9270,23.3785,-39.2901
3.9280,23.3392,-39.3003
3.9290,23.2999,-39.3105
3.9300,23.2606,-39.3207
3.9310,23.2212,-39.3309
3.9320,23.1819,-39.3411
3.9330,23.1426,-39.3513
3.9340,23.1032,-39.3615
3.9350,23.0639,-39.3717
3.9360,23.0245,-39.3819
3.9370,22.9851,-39.3921
3.9380,22.9457,-39.4023
3.9390,22.9063,-39.4125
3.9400,22.8669,-39.4227
3.9410,22.8275,-39.4329
3.9420,22.7880,-39.4431
3.9430,22.7486,-39.4533
3.9440,22.7091,-39.4635
3.9450,22.6697,-39.4738
3.9460,22.6302,-39.4840
3.9470,22.5907,-39.4942
3.9480,22.5512,-39.5044
3.9490,22.5117,-39.5146
3.9500,22.4722,-39.5248
3.9510,22.4327,-39.5350
3.9520,22.3932,-39.5452
3.9530,22.3536,-39.5554
3.9540,22.3141,-39.5656
3.9550,22.2745,-39.5758
3.9560,22.2349,-39.5860
3.9570,22.1953,-39.5962
3.9580,22.1557,-39.6064
3.9590,22.1161,-39.6166
3.9600,22.0765,-39.6268
3.9610,22.0369,-39.6370
3.9620,21.9972,-39.6472
3.9630,21.9576,-39.6575
3.9640,21.9179,-39.6677
3.9650,21.8783,-39.6779
3.9660,21.8386,-39.6881
3.9670,21.7989,-39.6983
3.9680,21.7592,-39.7085
3.9690,21.7195,-39.7187
3.9700,21.6798,-39.7289
3.9710,21.6401,-39.7391
3.9720,21.6003,-39.7493
3.9730,21.5606,-39.7595
3.9740,21.5208,-39.7697
3.9750,21.4810,-39.7799
3.9760,21.4413,-39.7901
3.9770,21.4015,-39.8004
3.9780,21.3617,-39.8106
3.9790,21.3219,-39.8208
3.9800,21.2820,-39.8310
3.9810,21.2422,-39.8412
3.9820,21.2024,-39.8514
3.9830,21.1625,-39.8616
3.9840,21.1226,-39.8718
3.9850,21.0828,-39.8820
3.9860,21.0429,-39.8922
3.9870,21.0030,-39.9024
3.9880,20.9631,-39.9126
3.9890,20.9232,-39.9229
3.9900,20.8833,-39.9331
3.9910,20.8433,-39.9433
3.9920,20.8034,-39.9535
3.9930,20.7634,-39.9637
3.9940,20.7235,-39.9739
3.9950,20.6835,-39.9841
3.9960,20.6435,-39.9943
3.9970,20.6035,-40.0045
3.9980,20.5635,-40.0147
3.9990,20.5235,-40.0250
4.0000,20.4835,-40.0352
4.0010,20.4434,-40.0454
4.0020,20.4034,-40.0556
4.0030,20.3633,-40.0658
4.0040,20.3233,-40.0760
4.0050,20.2832,-40.0862
4.0060,20.2431,-40.0964
4.0070,20.2030,-40.1066
4.0080,20.1629,-40.1169
4.0090,20.1228,-40.1271
4.0100,20.0827,-40.1373
4.0110,20.0425,-40.1475
4.0120,20.0024,-40.1577
4.0130,19.9622,-40.1679
4.0140,19.9221,-40.1781
4.0150,19.8819,-40.1883
4.0160,19.8417,-40.1985
4.0170,19.8015,-40.2088
4.0180,19.7613,-40.2190
4.0190,19.7211,-40.2292
4.0200,19.6808,-40.2394
4.0210,19.6406,-40.2496
4.0220,19.6003,-40.2598
4.0230,19.5601,-40.2700
4.0240,19.5198,-40.2802
4.0250,19.4795,-40.2905
4.0260,19.4392,-40.3007
4.0270,19.3989,-40.3109
4.0280,19.3586,-40.3211
4.0290,19.3183,-40.3313
4.0300,19.2780,-40.3415
4.0310,19.2376,-40.3517
4.0320,19.1973,-40.3619
4.0330,19.1569,-40.3722
4.0340,19.1165,-40.3824
4.0350,19.0762,-40.3926
4.0360,19.0358,-40.4028
4.0370,18.9954,-40.4130
4.0380,18.9550,-40.4232
4.0390,18.9145,-40.4334
4.0400,18.8741,-40.4437
4.0410,18.8337,-40.4539
4.0420,18.7932,-40.4641
4.0430,18.7527,-40.4743
4.0440,18.7123,-40.4845
4.0450,18.6718,-40.4947
4.0460,18.6313,-40.5049
4.0470,18.5908,-40.5152
4.0480,18.5503,-40.5254
4.0490,18.5097,-40.5356
4.0500,18.4692,-40.5458
4.0510,18.4287,-40.5560
4.0520,18.3881,-40.5662
4.0530,18.3475,-40.5765
4.0540,18.3070,-40.5867
4.0550,18.2664,-40.5969
4.0560,18.2258,-40.6071
4.0570,18.1852,-40.6173
4.0580,18.1446,-40.6275
4.0590,18.1039,-40.6378
4.0600,18.0633,-40.6480
4.0610,18.0226,-40.6582
4.0620,17.9820,-40.6684
4.0630,17.9413,-40.6786
4.0640,17.9006,-40.6888
4.0650,17.8599,-40.6991
4.0660,17.8192,-40.7093
4.0670,17.7785,-40.7195
4.0680,17.7378,-40.7297
4.0690,17.6971,-40.7399
4.0700,17.6563,-40.7501
4.0710,17.6156,-40.7604
4.0720,17.5748,-40.7706
4.0730,17.5341,-40.7808
4.0740,17.4933,-40.7910
4.0750,17.4525,-40.8012
4.0760,17.4117,-40.8114
4.0770,17.3709,-40.8217
4.0780,17.3301,-40.8319
4.0790,17.2892,-40.8421
4.0800,17.2484,-40.8523
4.0810,17.2075,-40.8625
4.0820,17.1667,-40.8728
4.0830,17.1258,-40.8830
4.0840,17.0849,-40.8932
4.0850,17.0440,-40.9034
4.0860,17.0031,-40.9136
4.0870,16.9622,-40.9238
4.0880,16.9213,-40.9341
4.0890,16.8803,-40.9443
4.0900,16.8394,-40.9545
4.0910,16.7984,-40.9647
4.0920,16.7575,-40.9749
4.0930,16.7165,-40.9852
4.0940,16.6755,-40.9954
4.0950,16.6345,-41.0056
4.0960,16.5935,-41.0158
4.0970,16.5525,-41.0260
4.0980,16.5115,-41.0363
4.0990,16.4704,-41.0465
4.1000,16.4294,-41.0567
4.1010,16.3883,-41.0669
4.1020,16.3473,-41.0771
4.1030,16.3062,-41.0874
4.1040,16.2651,-41.0976
4.1050,16.2240,-41.1078
4.1060,16.1829,-41.1180
4.1070,16.1418,-41.1283
4.1080,16.1007,-41.1385
4.1090,16.0595,-41.1487
4.1100,16.0184,-41.1589
4.1110,15.9772,-41.1691
4.1120,15.9360,-41.1794
4.1130,15.8949,-41.1896
4.1140,15.8537,-41.1998
4.1150,15.8125,-41.2100
4.1160,15.7713,-41.2202
4.1170,15.7300,-41.2305
4.1180,15.6888,-41.2407
4.1190,15.6476,-41.2509
4.1200,15.6063,-41.2611
4.1210,15.5651,-41.2714
4.1220,15.5238,-41.2816
4.1230,15.4825,-41.2918
4.1240,15.4412,-41.3020
4.1250,15.3999,-41.3123
4.1260,15.3586,-41.3225
4.1270,15.3173,-41.3327
4.1280,15.2759,-41.3429
4.1290,15.2346,-41.3531
4.1300,15.1933,-41.3634
4.1310,15.1519,-41.3736
4.1320,15.1105,-41.3838
4.1330,15.0691,-41.3940
4.1340,15.0277,-41.4043
4.1350,14.9863,-41.4145
4.1360,14.9449,-41.4247
4.1370,14.9035,-41.4349
4.1380,14.8621,-41.4452
4.1390,14.8206,-41.4554
4.1400,14.7792,-41.4656
4.1410,14.7377,-41.4758
4.1420,14.6962,-41.4861
4.1430,14.6547,-41.4963
4.1440,14.6132,-41.5065
4.1450,14.5717,-41.5167
4.1460,14.5302,-41.5270
4.1470,14.4887,-41.5372
4.1480,14.4471,-41.5474
4.1490,14.4056,-41.5576
4.1500,14.3640,-41.5679
4.1510,14.3225,-41.5781
4.1520,14.2809,-41.5883
4.1530,14.2393,-41.5985
4.1540,14.1977,-41.6088
4.1550,14.1561,-41.6190
4.1560,14.1145,-41.6292
4.1570,14.0729,-41.6394
4.1580,14.0312,-41.6497
4.1590,13.9896,-41.6599
4.1600,13.9479,-41.6701
4.1610,13.9062,-41.6803
4.1620,13.8646,-41.6906
4.1630,13.8229,-41.7008
4.1640,13.7812,-41.7110
4.1650,13.7394,-41.7213
4.1660,13.6977,-41.7315
4.1670,13.6560,-41.7417
4.1680,13.6143,-41.7519
4.1690,13.5725,-41.7622
4.1700,13.5307,-41.7724
4.1710,13.4890,-41.7826
4.1720,13.4472,-41.7928
4.1730,13.4054,-41.8031
4.1740,13.3636,-41.8133
4.1750,13.3218,-41.8235
4.1760,13.2800,-41.8338
4.1770,13.2381,-41.8440
4.1780,13.1963,-41.8542
4.1790,13.1544,-41.8644
4.1800,13.1126,-41.8747
4.1810,13.0707,-41.8849
4.1820,13.0288,-41.8951
4.1830,12.9869,-41.9054
4.1840,12.9450,-41.9156
4.1850,12.9031,-41.9258
4.1860,12.8612,-41.9360
4.1870,12.8192,-41.9463
4.1880,12.7773,-41.9565
4.1890,12.7353,-41.9667
4.1900,12.6933,-41.9770
4.1910,12.6514,-41.9872
4.1920,12.6094,-41.9974
4.1930,12.5674,-42.0077
4.1940,12.5254,-42.0179
4.1950,12.4834,-42.0281
4.1960,12.4413,-42.0383
4.1970,12.3993,-42.0486
4.1980,12.3572,-42.0588
4.1990,12.3152,-42.0690
4.2000,12.2731,-42.0793
4.2010,12.2310,-42.0895
4.2020,12.1890,-42.0997
4.2030,12.1469,-42.1100
4.2040,12.1047,-42.1202
4.2050,12.0626,-42.1304
4.2060,12.0205,-42.1407
4.2070,11.9783,-42.1509
4.2080,11.9362,-42.1611
4.2090,11.8940,-42.1713
4.2100,11.8519,-42.1816
4.2110,11.8097,-42.1918
4.2120,11.7675,-42.2020
4.2130,11.7253,-42.2123
4.2140,11.6831,-42.2225
4.2150,11.6409,-42.2327
4.2160,11.5986,-42.2430
4.2170,11.5564,-42.2532
4.2180,11.5141,-42.2634
4.2190,11.4719,-42.2737
4.2200,11.4296,-42.2839
4.2210,11.3873,-42.2941
4.2220,11.3450,-42.3044
4.2230,11.3027,-42.3146
4.2240,11.2604,-42.3248
4.2250,11.2181,-42.3351
4.2260,11.1757,-42.3453
4.2270,11.1334,-42.3555
4.2280,11.0910,-42.3658
4.2290,11.0487,-42.3760
4.2300,11.0063,-42.3862
4.2310,10.9639,-42.3965
4.2320,10.9215,-42.4067
4.2330,10.8791,-42.4169
4.2340,10.8367,-42.4272
4.2350,10.7943,-42.4374
4.2360,10.7518,-42.4476
4.2370,10.7094,-42.4579
4.2380,10.6669,-42.4681
4.2390,10.6244,-42.4783
4.2400,10.5820,-42.4886
4.2410,10.5395,-42.4988
4.2420,10.4970,-42.5091
4.2430,10.4545,-42.5193
4.2440,10.4120,-42.5295
4.2450,10.3694,-42.5398
4.2460,10.3269,-42.5500
4.2470,10.2843,-42.5602
4.2480,10.2418,-42.5705
4.2490,10.1992,-42.5807
4.2500,10.1566,-42.5909
4.2510,10.1140,-42.6012
4.2520,10.0714,-42.6114
4.2530,10.0288,-42.6216
4.2540,9.9862,-42.6319
4.2550,9.9436,-42.6421
4.2560,9.9009,-42.6524
4.2570,9.8583,-42.6626
4.2580,9.8156,-42.6728
4.2590,9.7729,-42.6831
4.2600,9.7303,-42.6933
4.2610,9.6876,-42.7035
4.2620,9.6449,-42.7138
4.2630,9.6021,-42.7240
4.2640,9.5594,-42.7342
4.2650,9.5167,-42.7445
4.2660,9.4739,-42.7547
4.2670,9.4312,-42.7650
4.2680,9.3884,-42.7752
4.2690,9.3456,-42.7854
4.2700,9.3029,-42.7957
4.2710,9.2601,-42.8059
4.2720,9.2173,-42.8161
4.2730,9.1744,-42.8264
4.2740,9.1316,-42.8366
4.2750,9.0888,-42.8469
4.2760,9.0459,-42.8571
4.2770,9.0031,-42.8673
4.2780,8.9602,-42.8776
4.2790,8.9173,-42.8878
4.2800,8.8744,-42.8981
4.2810,8.8315,-42.9083
4.2820,8.7886,-42.9185
4.2830,8.7457,-42.9288
4.2840,8.7028,-42.9390
4.2850,8.6598,-42.9493
4.2860,8.6169,-42.9595
4.2870,8.5739,-42.9697
4.2880,8.5310,-42.9800
4.2890,8.4880,-42.9902
4.2900,8.4450,-43.0005
4.2910,8.4020,-43.0107
4.2920,8.3590,-43.0209
4.2930,8.3160,-43.0312
4.2940,8.2729,-43.0414
4.2950,8.2299,-43.0517
4.2960,8.1868,-43.0619
4.2970,8.1438,-43.0721
4.2980,8.1007,-43.0824
4.2990,8.0576,-43.0926
4.3000,8.0145,-43.1029
4.3010,7.9714,-43.1131
4.3020,7.9283,-43.1233
4.3030,7.8852,-43.1336
4.3040,7.8421,-43.1438
4.3050,7.7989,-43.1541
4.3060,7.7558,-43.1643
4.3070,7.7126,-43.1745
4.3080,7.6694,-43.1848
4.3090,7.6262,-43.1950
4.3100,7.5830,-43.2053
4.3110,7.5398,-43.2155
4.3120,7.4966,-43.2258
4.3130,7.4534,-43.2360
4.3140,7.4102,-43.2462
4.3150,7.3669,-43.2565
4.3160,7.3237,-43.2667
4.3170,7.2804,-43.2770
4.3180,7.2371,-43.2872
4.3190,7.1938,-43.2975
4.3200,7.1505,-43.3077
4.3210,7.1072,-43.3179
4.3220,7.0639,-43.3282
4.3230,7.0206,-43.3384
4.3240,6.9772,-43.3487
4.3250,6.9339,-43.3589
4.3260,6.8905,-43.3692
4.3270,6.8472,-43.3794
4.3280,6.8038,-43.3896
4.3290,6.7604,-43.3999
4.3300,6.7170,-43.4101
4.3310,6.6736,-43.4204
4.3320,6.6302,-43.4306
4.3330,6.5867,-43.4409
4.3340,6.5433,-43.4511
4.3350,6.4998,-43.4614
4.3360,6.4564,-43.4716
4.3370,6.4129,-43.4818
4.3380,6.3694,-43.4921
4.3390,6.3259,-43.5023
4.3400,6.2824,-43.5126
4.3410,6.2389,-43.5228
4.3420,6.1954,-43.5331
4.3430,6.1519,-43.5433
4.3440,6.1083,-43.5536
4.3450,6.0648,-43.5638
4.3460,6.0212,-43.5740
4.3470,5.9776,-43.5843
4.3480,5.9340,-43.5945
4.3490,5.8904,-43.6048
4.3500,5.8468,-43.6150
4.3510,5.8032,-43.6253
4.3520,5.7596,-43.6355
4.3530,5.7160,-43.6458
4.3540,5.6723,-43.6560
4.3550,5.6287,-43.6663
4.3560,5.5850,-43.6765
4.3570,5.5413,-43.6868
4.3580,5.4976,-43.6970
4.3590,5.4539,-43.7073
4.3600,5.4102,-43.7175
4.3610,5.3665,-43.7277
4.3620,5.3228,-43.7380
4.3630,5.2790,-43.7482
4.3640,5.2353,-43.7585
4.3650,5.1915,-43.7687
4.3660,5.1478,-43.7790
4.3670,5.1040,-43.7892
4.3680,5.0602,-43.7995
4.3690,5.0164,-43.8097
4.3700,4.9726,-43.8200
4.3710,4.9288,-43.8302
4.3720,4.8849,-43.8405
4.3730,4.8411,-43.8507
4.3740,4.7973,-43.8610
4.3750,4.7534,-43.8712
4.3760,4.7095,-43.8815
4.3770,4.6656,-43.8917
4.3780,4.6217,-43.9020
4.3790,4.5778,-43.9122
4.3800,4.5339,-43.9225
4.3810,4.4900,-43.9327
4.3820,4.4461,-43.9430
4.3830,4.4021,-43.9532
4.3840,4.3582,-43.9635
4.3850,4.3142,-43.9737
4.3860,4.2702,-43.9840
4.3870,4.2263,-43.9942
4.3880,4.1823,-44.0045
4.3890,4.1383,-44.0147
4.3900,4.0942,-44.0250
4.3910,4.0502,-44.0352
4.3920,4.0062,-44.0455
4.3930,3.9621,-44.0557
4.3940,3.9181,-44.0660
4.3950,3.8740,-44.0762
4.3960,3.8299,-44.0865
4.3970,3.7859,-44.0967
4.3980,3.7418,-44.1070
4.3990,3.6977,-44.1172
4.4000,3.6535,-44.1275
4.4010,3.6094,-44.1377
4.4020,3.5653,-44.1480
4.4030,3.5211,-44.1582
4.4040,3.4770,-44.1685
4.4050,3.4328,-44.1787
4.4060,3.3886,-44.1890
4.4070,3.3444,-44.1992
4.4080,3.3002,-44.2095
4.4090,3.2560,-44.2197
4.4100,3.2118,-44.2300
4.4110,3.1676,-44.2402
4.4120,3.1233,-44.2505
4.4130,3.0791,-44.2607
4.4140,3.0348,-44.2710
4.4150,2.9905,-44.2812
4.4160,2.9463,-44.2915
4.4170,2.9020,-44.3018
4.4180,2.8577,-44.3120
4.4190,2.8134,-44.3223
4.4200,2.7690,-44.3325
4.4210,2.7247,-44.3428
4.4220,2.6804,-44.3530
4.4230,2.6360,-44.3633
4.4240,2.5916,-44.3735
4.4250,2.5473,-44.3838
4.4260,2.5029,-44.3940
4.4270,2.4585,-44.4043
4.4280,2.4141,-44.4145
4.4290,2.3697,-44.4248
4.4300,2.3253,-44.4350
4.4310,2.2808,-44.4453
4.4320,2.2364,-44.4556
4.4330,2.1919,-44.4658
4.4340,2.1475,-44.4761
4.4350,2.1030,-44.4863
4.4360,2.0585,-44.4966
4.4370,2.0140,-44.5068
4.4380,1.9695,-44.5171
4.4390,1.9250,-44.5273
4.4400,1.8804,-44.5376
4.4410,1.8359,-44.5479
4.4420,1.7914,-44.5581
4.4430,1.7468,-44.5684
4.4440,1.7022,-44.5786
4.4450,1.6577,-44.5889
4.4460,1.6131,-44.5991
4.4470,1.5685,-44.6094
4.4480,1.5239,-44.6196
4.4490,1.4792,-44.6299
4.4500,1.4346,-44.6402
4.4510,1.3900,-44.6504
4.4520,1.3453,-44.6607
4.4530,1.3007,-44.6709
4.4540,1.2560,-44.6812
4.4550,1.2113,-44.6914
4.4560,1.1666,-44.7017
4.4570,1.1219,-44.7120
4.4580,1.0772,-44.7222
4.4590,1.0325,-44.7325
4.4600,0.9877,-44.7427
4.4610,0.9430,-44.7530
4.4620,0.8982,-44.7632
4.4630,0.8535,-44.7735
4.4640,0.8087,-44.7838
4.4650,0.7639,-44.7940
4.4660,0.7191,-44.8043
4.4670,0.6743,-44.8145
4.4680,0.6295,-44.8248
4.4690,0.5847,-44.8350
4.4700,0.5399,-44.8453
4.4710,0.4950,-44.8556
4.4720,0.4502,-44.8658
4.4730,0.4053,-44.8761
4.4740,0.3604,-44.8863
4.4750,0.3155,-44.8966
4.4760,0.2706,-44.9069
4.4770,0.2257,-44.9171
4.4780,0.1808,-44.9274
4.4790,0.1359,-44.9376
4.4800,0.0909,-44.9479
4.4810,0.0460,-44.9582
4.4820,0.0010,-44.9684
4.4830,0.0000,-44.9787
