tempo_s,posicao_m,velocidade_m_s
0.0000,100.0000,0.0000
0.0010,100.0000,-0.0098
0.0020,100.0000,-0.0196
0.0030,100.0000,-0.0294
0.0040,99.9999,-0.0392
0.0050,99.9999,-0.0491
0.0060,99.9999,-0.0589
0.0070,99.9998,-0.0687
0.0080,99.9997,-0.0785
0.0090,99.9996,-0.0883
0.0100,99.9996,-0.0981
0.0110,99.9995,-0.1079
0.0120,99.9994,-0.1177
0.0130,99.9992,-0.1275
0.0140,99.9991,-0.1373
0.0150,99.9990,-0.1472
0.0160,99.9988,-0.1570
0.0170,99.9987,-0.1668
0.0180,99.9985,-0.1766
0.0190,99.9983,-0.1864
0.0200,99.9981,-0.1962
0.0210,99.9979,-0.2060
0.0220,99.9977,-0.2158
0.0230,99.9975,-0.2257
0.0240,99.9973,-0.2355
0.0250,99.9971,-0.2453
0.0260,99.9968,-0.2551
0.0270,99.9966,-0.2649
0.0280,99.9963,-0.2747
0.0290,99.9960,-0.2845
0.0300,99.9957,-0.2943
0.0310,99.9954,-0.3042
0.0320,99.9951,-0.3140
0.0330,99.9948,-0.3238
0.0340,99.9945,-0.3336
0.0350,99.9942,-0.3434
0.0360,99.9938,-0.3532
0.0370,99.9935,-0.3630
0.0380,99.9931,-0.3728
0.0390,99.9927,-0.3827
0.0400,99.9923,-0.3925
0.0410,99.9920,-0.4023
0.0420,99.9916,-0.4121
0.0430,99.9911,-0.4219
0.0440,99.9907,-0.4317
0.0450,99.9903,-0.4415
0.0460,99.9898,-0.4514
0.0470,99.9894,-0.4612
0.0480,99.9889,-0.4710
0.0490,99.9885,-0.4808
0.0500,99.9880,-0.4906
0.0510,99.9875,-0.5004
0.0520,99.9870,-0.5103
0.0530,99.9865,-0.5201
0.0540,99.9860,-0.5299
0.0550,99.9854,-0.5397
0.0560,99.9849,-0.5495
0.0570,99.9843,-0.5593
0.0580,99.9838,-0.5691
0.0590,99.9832,-0.5790
0.0600,99.9826,-0.5888
0.0610,99.9820,-0.5986
0.0620,99.9814,-0.6084
0.0630,99.9808,-0.6182
0.0640,99.9802,-0.6280
0.0650,99.9796,-0.6379
0.0660,99.9790,-0.6477
0.0670,99.9783,-0.6575
0.0680,99.9776,-0.6673
0.0690,99.9770,-0.6771
0.0700,99.9763,-0.6869
0.0710,99.9756,-0.6968
0.0720,99.9749,-0.7066
0.0730,99.9742,-0.7164
0.0740,99.9735,-0.7262
0.0750,99.9728,-0.7360
0.0760,99.9720,-0.7458
0.0770,99.9713,-0.7557
0.0780,99.9705,-0.7655
0.0790,99.9698,-0.7753
0.0800,99.9690,-0.7851
0.0810,99.9682,-0.7949
0.0820,99.9674,-0.8047
0.0830,99.9666,-0.8146
0.0840,99.9658,-0.8244
0.0850,99.9650,-0.8342
0.0860,99.9641,-0.8440
0.0870,99.9633,-0.8538
0.0880,99.9624,-0.8637
0.0890,99.9616,-0.8735
0.0900,99.9607,-0.8833
0.0910,99.9598,-0.8931
0.0920,99.9589,-0.9029
0.0930,99.9580,-0.9127
0.0940,99.9571,-0.9226
0.0950,99.9562,-0.9324
0.0960,99.9553,-0.9422
0.0970,99.9543,-0.9520
0.0980,99.9534,-0.9618
0.0990,99.9524,-0.9717
0.1000,99.9514,-0.9815
0.1010,99.9504,-0.9913
0.1020,99.9495,-1.0011
0.1030,99.9485,-1.0109
0.1040,99.9474,-1.0208
0.1050,99.9464,-1.0306
0.1060,99.9454,-1.0404
0.1070,99.9443,-1.0502
0.1080,99.9433,-1.0600
0.1090,99.9422,-1.0699
0.1100,99.9412,-1.0797
0.1110,99.9401,-1.0895
0.1120,99.9390,-1.0993
0.1130,99.9379,-1.1092
0.1140,99.9368,-1.1190
0.1150,99.9357,-1.1288
0.1160,99.9345,-1.1386
0.1170,99.9334,-1.1484
0.1180,99.9323,-1.1583
0.1190,99.9311,-1.1681
0.1200,99.9299,-1.1779
0.1210,99.9288,-1.1877
0.1220,99.9276,-1.1975
0.1230,99.9264,-1.2074
0.1240,99.9252,-1.2172
0.1250,99.9239,-1.2270
0.1260,99.9227,-1.2368
0.1270,99.9215,-1.2467
0.1280,99.9202,-1.2565
0.1290,99.9190,-1.2663
0.1300,99.9177,-1.2761
0.1310,99.9164,-1.2859
0.1320,99.9151,-1.2958
0.1330,99.9139,-1.3056
0.1340,99.9125,-1.3154
0.1350,99.9112,-1.3252
0.1360,99.9099,-1.3351
0.1370,99.9086,-1.3449
0.1380,99.9072,-1.3547
0.1390,99.9059,-1.3645
0.1400,99.9045,-1.3744
0.1410,99.9031,-1.3842
0.1420,99.9017,-1.3940
0.1430,99.9004,-1.4038
0.1440,99.8989,-1.4137
0.1450,99.8975,-1.4235
0.1460,99.8961,-1.4333
0.1470,99.8947,-1.4431
0.1480,99.8932,-1.4529
0.1490,99.8918,-1.4628
0.1500,99.8903,-1.4726
0.1510,99.8888,-1.4824
0.1520,99.8874,-1.4922
0.1530,99.8859,-1.5021
0.1540,99.8844,-1.5119
0.1550,99.8829,-1.5217
0.1560,99.8813,-1.5315
0.1570,99.8798,-1.5414
0.1580,99.8783,-1.5512
0.1590,99.8767,-1.5610
0.1600,99.8752,-1.5708
0.1610,99.8736,-1.5807
0.1620,99.8720,-1.5905
0.1630,99.8704,-1.6003
0.1640,99.8688,-1.6102
0.1650,99.8672,-1.6200
0.1660,99.8656,-1.6298
0.1670,99.8639,-1.6396
0.1680,99.8623,-1.6495
0.1690,99.8607,-1.6593
0.1700,99.8590,-1.6691
0.1710,99.8573,-1.6789
0.1720,99.8557,-1.6888
0.1730,99.8540,-1.6986
0.1740,99.8523,-1.7084
0.1750,99.8506,-1.7182
0.1760,99.8488,-1.7281
0.1770,99.8471,-1.7379
0.1780,99.8454,-1.7477
0.1790,99.8436,-1.7576
0.1800,99.8419,-1.7674
0.1810,99.8401,-1.7772
0.1820,99.8383,-1.7870
0.1830,99.8365,-1.7969
0.1840,99.8347,-1.8067
0.1850,99.8329,-1.8165
0.1860,99.8311,-1.8263
0.1870,99.8293,-1.8362
0.1880,99.8275,-1.8460
0.1890,99.8256,-1.8558
0.1900,99.8238,-1.8657
0.1910,99.8219,-1.8755
0.1920,99.8200,-1.8853
0.1930,99.8181,-1.8951
0.1940,99.8162,-1.9050
0.1950,99.8143,-1.9148
0.1960,99.8124,-1.9246
0.1970,99.8105,-1.9345
0.1980,99.8086,-1.9443
0.1990,99.8066,-1.9541
0.2000,99.8047,-1.9640
0.2010,99.8027,-1.9738
0.2020,99.8007,-1.9836
0.2030,99.7987,-1.9934
0.2040,99.7967,-2.0033
0.2050,99.7947,-2.0131
0.2060,99.7927,-2.0229
0.2070,99.7907,-2.0328
0.2080,99.7887,-2.0426
0.2090,99.7866,-2.0524
0.2100,99.7846,-2.0623
0.2110,99.7825,-2.0721
0.2120,99.7804,-2.0819
0.2130,99.7784,-2.0917
0.2140,99.7763,-2.1016
0.2150,99.7742,-2.1114
0.2160,99.7720,-2.1212
0.2170,99.7699,-2.1311
0.2180,99.7678,-2.1409
0.2190,99.7657,-2.1507
0.2200,99.7635,-2.1606
0.2210,99.7613,-2.1704
0.2220,99.7592,-2.1802
0.2230,99.7570,-2.1901
0.2240,99.7548,-2.1999
0.2250,99.7526,-2.2097
0.2260,99.7504,-2.2196
0.2270,99.7482,-2.2294
0.2280,99.7459,-2.2392
0.2290,99.7437,-2.2491
0.2300,99.7415,-2.2589
0.2310,99.7392,-2.2687
0.2320,99.7369,-2.2786
0.2330,99.7347,-2.2884
0.2340,99.7324,-2.2982
0.2350,99.7301,-2.3080
0.2360,99.7278,-2.3179
0.2370,99.7254,-2.3277
0.2380,99.7231,-2.3375
0.2390,99.7208,-2.3474
0.2400,99.7184,-2.3572
0.2410,99.7161,-2.3670
0.2420,99.7137,-2.3769
0.2430,99.7113,-2.3867
0.2440,99.7089,-2.3966
0.2450,99.7065,-2.4064
0.2460,99.7041,-2.4162
0.2470,99.7017,-2.4261
0.2480,99.6993,-2.4359
0.2490,99.6969,-2.4457
0.2500,99.6944,-2.4556
0.2510,99.6920,-2.4654
0.2520,99.6895,-2.4752
0.2530,99.6870,-2.4851
0.2540,99.6845,-2.4949
0.2550,99.6820,-2.5047
0.2560,99.6795,-2.5146
0.2570,99.6770,-2.5244
0.2580,99.6745,-2.5342
0.2590,99.6720,-2.5441
0.2600,99.6694,-2.5539
0.2610,99.6669,-2.5637
0.2620,99.6643,-2.5736
0.2630,99.6617,-2.5834
0.2640,99.6591,-2.5932
0.2650,99.6565,-2.6031
0.2660,99.6539,-2.6129
0.2670,99.6513,-2.6228
0.2680,99.6487,-2.6326
0.2690,99.6461,-2.6424
0.2700,99.6434,-2.6523
0.2710,99.6408,-2.6621
0.2720,99.6381,-2.6719
0.2730,99.6354,-2.6818
0.2740,99.6328,-2.6916
0.2750,99.6301,-2.7014
0.2760,99.6274,-2.7113
0.2770,99.6247,-2.7211
0.2780,99.6219,-2.7310
0.2790,99.6192,-2.7408
0.2800,99.6165,-2.7506
0.2810,99.6137,-2.7605
0.2820,99.6110,-2.7703
0.2830,99.6082,-2.7801
0.2840,99.6054,-2.7900
0.2850,99.6026,-2.7998
0.2860,99.5998,-2.8097
0.2870,99.5970,-2.8195
0.2880,99.5942,-2.8293
0.2890,99.5914,-2.8392
0.2900,99.5885,-2.8490
0.2910,99.5857,-2.8589
0.2920,99.5828,-2.8687
0.2930,99.5799,-2.8785
0.2940,99.5771,-2.8884
0.2950,99.5742,-2.8982
0.2960,99.5713,-2.9080
0.2970,99.5684,-2.9179
0.2980,99.5654,-2.9277
0.2990,99.5625,-2.9376
0.3000,99.5596,-2.9474
0.3010,99.5566,-2.9572
0.3020,99.5537,-2.9671
0.3030,99.5507,-2.9769
0.3040,99.5477,-2.9868
0.3050,99.5447,-2.9966
0.3060,99.5418,-3.0064
0.3070,99.5387,-3.0163
0.3080,99.5357,-3.0261
0.3090,99.5327,-3.0360
0.3100,99.5297,-3.0458
0.3110,99.5266,-3.0556
0.3120,99.5236,-3.0655
0.3130,99.5205,-3.0753
0.3140,99.5174,-3.0852
0.3150,99.5143,-3.0950
0.3160,99.5112,-3.1048
0.3170,99.5081,-3.1147
0.3180,99.5050,-3.1245
0.3190,99.5019,-3.1344
0.3200,99.4988,-3.1442
0.3210,99.4956,-3.1541
0.3220,99.4925,-3.1639
0.3230,99.4893,-3.1737
0.3240,99.4861,-3.1836
0.3250,99.4829,-3.1934
0.3260,99.4798,-3.2033
0.3270,99.4766,-3.2131
0.3280,99.4733,-3.2229
0.3290,99.4701,-3.2328
0.3300,99.4669,-3.2426
0.3310,99.4636,-3.2525
0.3320,99.4604,-3.2623
0.3330,99.4571,-3.2722
0.3340,99.4539,-3.2820
0.3350,99.4506,-3.2918
0.3360,99.4473,-3.3017
0.3370,99.4440,-3.3115
0.3380,99.4407,-3.3214
0.3390,99.4373,-3.3312
0.3400,99.4340,-3.3411
0.3410,99.4307,-3.3509
0.3420,99.4273,-3.3607
0.3430,99.4240,-3.3706
0.3440,99.4206,-3.3804
0.3450,99.4172,-3.3903
0.3460,99.4138,-3.4001
0.3470,99.4104,-3.4100
0.3480,99.4070,-3.4198
0.3490,99.4036,-3.4297
0.3500,99.4002,-3.4395
0.3510,99.3967,-3.4493
0.3520,99.3933,-3.4592
0.3530,99.3898,-3.4690
0.3540,99.3863,-3.4789
0.3550,99.3829,-3.4887
0.3560,99.3794,-3.4986
0.3570,99.3759,-3.5084
0.3580,99.3724,-3.5183
0.3590,99.3688,-3.5281
0.3600,99.3653,-3.5379
0.3610,99.3618,-3.5478
0.3620,99.3582,-3.5576
0.3630,99.3547,-3.5675
0.3640,99.3511,-3.5773
0.3650,99.3475,-3.5872
0.3660,99.3439,-3.5970
0.3670,99.3403,-3.6069
0.3680,99.3367,-3.6167
0.3690,99.3331,-3.6266
0.3700,99.3295,-3.6364
0.3710,99.3259,-3.6463
0.3720,99.3222,-3.6561
0.3730,99.3186,-3.6659
0.3740,99.3149,-3.6758
0.3750,99.3112,-3.6856
0.3760,99.3075,-3.6955
0.3770,99.3038,-3.7053
0.3780,99.3001,-3.7152
0.3790,99.2964,-3.7250
0.3800,99.2927,-3.7349
0.3810,99.2890,-3.7447
0.3820,99.2852,-3.7546
0.3830,99.2815,-3.7644
0.3840,99.2777,-3.7743
0.3850,99.2739,-3.7841
0.3860,99.2701,-3.7940
0.3870,99.2663,-3.8038
0.3880,99.2625,-3.8137
0.3890,99.2587,-3.8235
0.3900,99.2549,-3.8334
0.3910,99.2511,-3.8432
0.3920,99.2472,-3.8530
0.3930,99.2434,-3.8629
0.3940,99.2395,-3.8727
0.3950,99.2356,-3.8826
0.3960,99.2318,-3.8924
0.3970,99.2279,-3.9023
0.3980,99.2240,-3.9121
0.3990,99.2200,-3.9220
0.4000,99.2161,-3.9318
0.4010,99.2122,-3.9417
0.4020,99.2082,-3.9515
0.4030,99.2043,-3.9614
0.4040,99.2003,-3.9712
0.4050,99.1964,-3.9811
0.4060,99.1924,-3.9909
0.4070,99.1884,-4.0008
0.4080,99.1844,-4.0106
0.4090,99.1804,-4.0205
0.4100,99.1764,-4.0303
0.4110,99.1723,-4.0402
0.4120,99.1683,-4.0500
0.4130,99.1642,-4.0599
0.4140,99.1602,-4.0697
0.4150,99.1561,-4.0796
0.4160,99.1520,-4.0894
0.4170,99.1479,-4.0993
0.4180,99.1438,-4.1091
0.4190,99.1397,-4.1190
0.4200,99.1356,-4.1288
0.4210,99.1315,-4.1387
0.4220,99.1273,-4.1485
0.4230,99.1232,-4.1584
0.4240,99.1190,-4.1682
0.4250,99.1149,-4.1781
0.4260,99.1107,-4.1880
0.4270,99.1065,-4.1978
0.4280,99.1023,-4.2077
0.4290,99.0981,-4.2175
0.4300,99.0939,-4.2274
0.4310,99.0897,-4.2372
0.4320,99.0854,-4.2471
0.4330,99.0812,-4.2569
0.4340,99.0769,-4.2668
0.4350,99.0726,-4.2766
0.4360,99.0684,-4.2865
0.4370,99.0641,-4.2963
0.4380,99.0598,-4.3062
0.4390,99.0555,-4.3160
0.4400,99.0512,-4.3259
0.4410,99.0468,-4.3357
0.4420,99.0425,-4.3456
0.4430,99.0382,-4.3554
0.4440,99.0338,-4.3653
0.4450,99.0294,-4.3752
0.4460,99.0251,-4.3850
0.4470,99.0207,-4.3949
0.4480,99.0163,-4.4047
0.4490,99.0119,-4.4146
0.4500,99.0075,-4.4244
0.4510,99.0030,-4.4343
0.4520,98.9986,-4.4441
0.4530,98.9942,-4.4540
0.4540,98.9897,-4.4638
0.4550,98.9852,-4.4737
0.4560,98.9808,-4.4836
0.4570,98.9763,-4.4934
0.4580,98.9718,-4.5033
0.4590,98.9673,-4.5131
0.4600,98.9628,-4.5230
0.4610,98.9583,-4.5328
0.4620,98.9537,-4.5427
0.4630,98.9492,-4.5525
0.4640,98.9446,-4.5624
0.4650,98.9401,-4.5722
0.4660,98.9355,-4.5821
0.4670,98.9309,-4.5920
0.4680,98.9263,-4.6018
0.4690,98.9217,-4.6117
0.4700,98.9171,-4.6215
0.4710,98.9125,-4.6314
0.4720,98.9078,-4.6412
0.4730,98.9032,-4.6511
0.4740,98.8986,-4.6610
0.4750,98.8939,-4.6708
0.4760,98.8892,-4.6807
0.4770,98.8845,-4.6905
0.4780,98.8799,-4.7004
0.4790,98.8752,-4.7102
0.4800,98.8704,-4.7201
0.4810,98.8657,-4.7300
0.4820,98.8610,-4.7398
0.4830,98.8563,-4.7497
0.4840,98.8515,-4.7595
0.4850,98.8467,-4.7694
0.4860,98.8420,-4.7792
0.4870,98.8372,-4.7891
0.4880,98.8324,-4.7990
0.4890,98.8276,-4.8088
0.4900,98.8228,-4.8187
0.4910,98.8180,-4.8285
0.4920,98.8132,-4.8384
0.4930,98.8083,-4.8482
0.4940,98.8035,-4.8581
0.4950,98.7986,-4.8680
0.4960,98.7937,-4.8778
0.4970,98.7889,-4.8877
0.4980,98.7840,-4.8975
0.4990,98.7791,-4.9074
0.5000,98.7742,-4.9173
0.5010,98.7693,-4.9271
0.5020,98.7643,-4.9370
0.5030,98.7594,-4.9468
0.5040,98.7544,-4.9567
0.5050,98.7495,-4.9666
0.5060,98.7445,-4.9764
0.5070,98.7395,-4.9863
0.5080,98.7346,-4.9961
0.5090,98.7296,-5.0060
0.5100,98.7246,-5.0159
0.5110,98.7195,-5.0257
0.5120,98.7145,-5.0356
0.5130,98.7095,-5.0454
0.5140,98.7044,-5.0553
0.5150,98.6994,-5.0652
0.5160,98.6943,-5.0750
0.5170,98.6892,-5.0849
0.5180,98.6841,-5.0947
0.5190,98.6791,-5.1046
0.5200,98.6739,-5.1145
0.5210,98.6688,-5.1243
0.5220,98.6637,-5.1342
0.5230,98.6586,-5.1440
0.5240,98.6534,-5.1539
0.5250,98.6483,-5.1638
0.5260,98.6431,-5.1736
0.5270,98.6379,-5.1835
0.5280,98.6328,-5.1934
0.5290,98.6276,-5.2032
0.5300,98.6224,-5.2131
0.5310,98.6171,-5.2229
0.5320,98.6119,-5.2328
0.5330,98.6067,-5.2427
0.5340,98.6015,-5.2525
0.5350,98.5962,-5.2624
0.5360,98.5909,-5.2723
0.5370,98.5857,-5.2821
0.5380,98.5804,-5.2920
0.5390,98.5751,-5.3018
0.5400,98.5698,-5.3117
0.5410,98.5645,-5.3216
0.5420,98.5592,-5.3314
0.5430,98.5538,-5.3413
0.5440,98.5485,-5.3512
0.5450,98.5431,-5.3610
0.5460,98.5378,-5.3709
0.5470,98.5324,-5.3807
0.5480,98.5270,-5.3906
0.5490,98.5216,-5.4005
0.5500,98.5162,-5.4103
0.5510,98.5108,-5.4202
0.5520,98.5054,-5.4301
0.5530,98.5000,-5.4399
0.5540,98.4945,-5.4498
0.5550,98.4891,-5.4597
0.5560,98.4836,-5.4695
0.5570,98.4781,-5.4794
0.5580,98.4727,-5.4893
0.5590,98.4672,-5.4991
0.5600,98.4617,-5.5090
0.5610,98.4562,-5.5188
0.5620,98.4507,-5.5287
0.5630,98.4451,-5.5386
0.5640,98.4396,-5.5484
0.5650,98.4340,-5.5583
0.5660,98.4285,-5.5682
0.5670,98.4229,-5.5780
0.5680,98.4173,-5.5879
0.5690,98.4117,-5.5978
0.5700,98.4061,-5.6076
0.5710,98.4005,-5.6175
0.5720,98.3949,-5.6274
0.5730,98.3893,-5.6372
0.5740,98.3837,-5.6471
0.5750,98.3780,-5.6570
0.5760,98.3724,-5.6668
0.5770,98.3667,-5.6767
0.5780,98.3610,-5.6866
0.5790,98.3553,-5.6964
0.5800,98.3496,-5.7063
0.5810,98.3439,-5.7162
0.5820,98.3382,-5.7260
0.5830,98.3325,-5.7359
0.5840,98.3267,-5.7458
0.5850,98.3210,-5.7556
0.5860,98.3152,-5.7655
0.5870,98.3095,-5.7754
0.5880,98.3037,-5.7852
0.5890,98.2979,-5.7951
0.5900,98.2921,-5.8050
0.5910,98.2863,-5.8148
0.5920,98.2805,-5.8247
0.5930,98.2747,-5.8346
0.5940,98.2688,-5.8445
0.5950,98.2630,-5.8543
0.5960,98.2571,-5.8642
0.5970,98.2513,-5.8741
0.5980,98.2454,-5.8839
0.5990,98.2395,-5.8938
0.6000,98.2336,-5.9037
0.6010,98.2277,-5.9135
0.6020,98.2218,-5.9234
0.6030,98.2159,-5.9333
0.6040,98.2099,-5.9431
0.6050,98.2040,-5.9530
0.6060,98.1981,-5.9629
0.6070,98.1921,-5.9727
0.6080,98.1861,-5.9826
0.6090,98.1801,-5.9925
0.6100,98.1741,-6.0024
0.6110,98.1681,-6.0122
0.6120,98.1621,-6.0221
0.6130,98.1561,-6.0320
0.6140,98.1501,-6.0418
0.6150,98.1440,-6.0517
0.6160,98.1380,-6.0616
0.6170,98.1319,-6.0715
0.6180,98.1258,-6.0813
0.6190,98.1198,-6.0912
0.6200,98.1137,-6.1011
0.6210,98.1076,-6.1109
0.6220,98.1015,-6.1208
0.6230,98.0953,-6.1307
0.6240,98.0892,-6.1405
0.6250,98.0831,-6.1504
0.6260,98.0769,-6.1603
0.6270,98.0708,-6.1702
0.6280,98.0646,-6.1800
0.6290,98.0584,-6.1899
0.6300,98.0522,-6.1998
0.6310,98.0460,-6.2096
0.6320,98.0398,-6.2195
0.6330,98.0336,-6.2294
0.6340,98.0274,-6.2393
0.6350,98.0211,-6.2491
0.6360,98.0149,-6.2590
0.6370,98.0086,-6.2689
0.6380,98.0023,-6.2788
0.6390,97.9961,-6.2886
0.6400,97.9898,-6.2985
0.6410,97.9835,-6.3084
0.6420,97.9772,-6.3182
0.6430,97.9709,-6.3281
0.6440,97.9645,-6.3380
0.6450,97.9582,-6.3479
0.6460,97.9518,-6.3577
0.6470,97.9455,-6.3676
0.6480,97.9391,-6.3775
0.6490,97.9327,-6.3874
0.6500,97.9263,-6.3972
0.6510,97.9200,-6.4071
0.6520,97.9135,-6.4170
0.6530,97.9071,-6.4269
0.6540,97.9007,-6.4367
0.6550,97.8943,-6.4466
0.6560,97.8878,-6.4565
0.6570,97.8814,-6.4664
0.6580,97.8749,-6.4762
0.6590,97.8684,-6.4861
0.6600,97.8619,-6.4960
0.6610,97.8554,-6.5059
0.6620,97.8489,-6.5157
0.6630,97.8424,-6.5256
0.6640,97.8359,-6.5355
0.6650,97.8294,-6.5454
0.6660,97.8228,-6.5552
0.6670,97.8163,-6.5651
0.6680,97.8097,-6.5750
0.6690,97.8031,-6.5849
0.6700,97.7965,-6.5947
0.6710,97.7899,-6.6046
0.6720,97.7833,-6.6145
0.6730,97.7767,-6.6244
0.6740,97.7701,-6.6342
0.6750,97.7635,-6.6441
0.6760,97.7568,-6.6540
0.6770,97.7502,-6.6639
0.6780,97.7435,-6.6737
0.6790,97.7368,-6.6836
0.6800,97.7301,-6.6935
0.6810,97.7234,-6.7034
0.6820,97.7167,-6.7133
0.6830,97.7100,-6.7231
0.6840,97.7033,-6.7330
0.6850,97.6966,-6.7429
0.6860,97.6898,-6.7528
0.6870,97.6831,-6.7626
0.6880,97.6763,-6.7725
0.6890,97.6695,-6.7824
0.6900,97.6628,-6.7923
0.6910,97.6560,-6.8022
0.6920,97.6492,-6.8120
0.6930,97.6424,-6.8219
0.6940,97.6355,-6.8318
0.6950,97.6287,-6.8417
0.6960,97.6219,-6.8515
0.6970,97.6150,-6.8614
0.6980,97.6081,-6.8713
0.6990,97.6013,-6.8812
0.7000,97.5944,-6.8911
0.7010,97.5875,-6.9009
0.7020,97.5806,-6.9108
0.7030,97.5737,-6.9207
0.7040,97.5668,-6.9306
0.7050,97.5598,-6.9405
0.7060,97.5529,-6.9503
0.7070,97.5459,-6.9602
0.7080,97.5390,-6.9701
0.7090,97.5320,-6.9800
0.7100,97.5250,-6.9898
0.7110,97.5180,-6.9997
0.7120,97.5110,-7.0096
0.7130,97.5040,-7.0195
0.7140,97.4970,-7.0294
0.7150,97.4900,-7.0393
0.7160,97.4829,-7.0491
0.7170,97.4759,-7.0590
0.7180,97.4688,-7.0689
0.7190,97.4618,-7.0788
0.7200,97.4547,-7.0887
0.7210,97.4476,-7.0985
0.7220,97.4405,-7.1084
0.7230,97.4334,-7.1183
0.7240,97.4263,-7.1282
0.7250,97.4191,-7.1381
0.7260,97.4120,-7.1479
0.7270,97.4049,-7.1578
0.7280,97.3977,-7.1677
0.7290,97.3905,-7.1776
0.7300,97.3834,-7.1875
0.7310,97.3762,-7.1973
0.7320,97.3690,-7.2072
0.7330,97.3618,-7.2171
0.7340,97.3546,-7.2270
0.7350,97.3473,-7.2369
0.7360,97.3401,-7.2468
0.7370,97.3328,-7.2566
0.7380,97.3256,-7.2665
0.7390,97.3183,-7.2764
0.7400,97.3110,-7.2863
0.7410,97.3038,-7.2962
0.7420,97.2965,-7.3061
0.7430,97.2892,-7.3159
0.7440,97.2818,-7.3258
0.7450,97.2745,-7.3357
0.7460,97.2672,-7.3456
0.7470,97.2598,-7.3555
0.7480,97.2525,-7.3654
0.7490,97.2451,-7.3752
0.7500,97.2377,-7.3851
0.7510,97.2303,-7.3950
0.7520,97.2230,-7.4049
0.7530,97.2155,-7.4148
0.7540,97.2081,-7.4247
0.7550,97.2007,-7.4345
0.7560,97.1933,-7.4444
0.7570,97.1858,-7.4543
0.7580,97.1784,-7.4642
0.7590,97.1709,-7.4741
0.7600,97.1634,-7.4840
0.7610,97.1560,-7.4939
0.7620,97.1485,-7.5037
0.7630,97.1410,-7.5136
0.7640,97.1334,-7.5235
0.7650,97.1259,-7.5334
0.7660,97.1184,-7.5433
0.7670,97.1108,-7.5532
0.7680,97.1033,-7.5630
0.7690,97.0957,-7.5729
0.7700,97.0882,-7.5828
0.7710,97.0806,-7.5927
0.7720,97.0730,-7.6026
0.7730,97.0654,-7.6125
0.7740,97.0578,-7.6224
0.7750,97.0501,-7.6322
0.7760,97.0425,-7.6421
0.7770,97.0349,-7.6520
0.7780,97.0272,-7.6619
0.7790,97.0196,-7.6718
0.7800,97.0119,-7.6817
0.7810,97.0042,-7.6916
0.7820,96.9965,-7.7015
0.7830,96.9888,-7.7113
0.7840,96.9811,-7.7212
0.7850,96.9734,-7.7311
0.7860,96.9656,-7.7410
0.7870,96.9579,-7.7509
0.7880,96.9501,-7.7608
0.7890,96.9424,-7.7707
0.7900,96.9346,-7.7806
0.7910,96.9268,-7.7904
0.7920,96.9190,-7.8003
0.7930,96.9112,-7.8102
0.7940,96.9034,-7.8201
0.7950,96.8956,-7.8300
0.7960,96.8878,-7.8399
0.7970,96.8799,-7.8498
0.7980,96.8721,-7.8597
0.7990,96.8642,-7.8695
0.8000,96.8564,-7.8794
0.8010,96.8485,-7.8893
0.8020,96.8406,-7.8992
0.8030,96.8327,-7.9091
0.8040,96.8248,-7.9190
0.8050,96.8169,-7.9289
0.8060,96.8089,-7.9388
0.8070,96.8010,-7.9487
0.8080,96.7931,-7.9585
0.8090,96.7851,-7.9684
0.8100,96.7771,-7.9783
0.8110,96.7691,-7.9882
0.8120,96.7612,-7.9981
0.8130,96.7532,-8.0080
0.8140,96.7452,-8.0179
0.8150,96.7371,-8.0278
0.8160,96.7291,-8.0377
0.8170,96.7211,-8.0476
0.8180,96.7130,-8.0574
0.8190,96.7050,-8.0673
0.8200,96.6969,-8.0772
0.8210,96.6888,-8.0871
0.8220,96.6807,-8.0970
0.8230,96.6726,-8.1069
0.8240,96.6645,-8.1168
0.8250,96.6564,-8.1267
0.8260,96.6483,-8.1366
0.8270,96.6402,-8.1465
0.8280,96.6320,-8.1564
0.8290,96.6238,-8.1663
0.8300,96.6157,-8.1761
0.8310,96.6075,-8.1860
0.8320,96.5993,-8.1959
0.8330,96.5911,-8.2058
0.8340,96.5829,-8.2157
0.8350,96.5747,-8.2256
0.8360,96.5665,-8.2355
0.8370,96.5582,-8.2454
0.8380,96.5500,-8.2553
0.8390,96.5417,-8.2652
0.8400,96.5335,-8.2751
0.8410,96.5252,-8.2850
0.8420,96.5169,-8.2949
0.8430,96.5086,-8.3047
0.8440,96.5003,-8.3146
0.8450,96.4920,-8.3245
0.8460,96.4837,-8.3344
0.8470,96.4753,-8.3443
0.8480,96.4670,-8.3542
0.8490,96.4586,-8.3641
0.8500,96.4503,-8.3740
0.8510,96.4419,-8.3839
0.8520,96.4335,-8.3938
0.8530,96.4251,-8.4037
0.8540,96.4167,-8.4136
0.8550,96.4083,-8.4235
0.8560,96.3999,-8.4334
0.8570,96.3915,-8.4433
0.8580,96.3830,-8.4531
0.8590,96.3746,-8.4630
0.8600,96.3661,-8.4729
0.8610,96.3576,-8.4828
0.8620,96.3491,-8.4927
0.8630,96.3406,-8.5026
0.8640,96.3321,-8.5125
0.8650,96.3236,-8.5224
0.8660,96.3151,-8.5323
0.8670,96.3066,-8.5422
0.8680,96.2980,-8.5521
0.8690,96.2895,-8.5620
0.8700,96.2809,-8.5719
0.8710,96.2723,-8.5818
0.8720,96.2638,-8.5917
