dt,tempo_final,v_final_num,v_final_analitico,erro_relativo
0.001000,4.483000,-44.978669,44.978899,1.999995
0.011000,4.488000,-45.027667,45.030200,1.999944
0.021000,4.494000,-45.086922,45.091763,1.999893
0.031000,4.526000,-45.412966,45.420165,1.999841
0.041000,4.510000,-45.246465,45.255951,1.999790
0.051000,4.539000,-45.541731,45.553608,1.999739
0.061000,4.514000,-45.282878,45.297002,1.999688
0.071000,4.544000,-45.588385,45.604937,1.999637
0.081000,4.536000,-45.503965,45.522812,1.999586
0.091000,4.550000,-45.645294,45.666536,1.999535
0.101000,4.545000,-45.591656,45.615203,1.999484
0.111000,4.551000,-45.650890,45.676802,1.999433
0.121000,4.598000,-46.130904,46.159454,1.999381
0.131000,4.585000,-45.995116,46.025932,1.999330
0.141000,4.653000,-46.690866,46.724547,1.999279
0.151000,4.681000,-46.976056,47.012350,1.999228
0.161000,4.669000,-46.850404,46.888996,1.999177
0.171000,4.617000,-46.314124,46.354633,1.999126
0.181000,4.706000,-47.225646,47.269385,1.999075
0.191000,4.584000,-45.970760,46.015661,1.999024
0.201000,4.623000,-46.368606,46.416276,1.998973
0.211000,4.642000,-46.561250,46.611503,1.998922
0.221000,4.641000,-46.548608,46.601227,1.998871
0.231000,4.620000,-46.330717,46.385454,1.998820
0.241000,4.820000,-48.382587,48.442281,1.998768
0.251000,4.769000,-47.855922,47.917399,1.998717
0.261000,4.698000,-47.124201,47.187127,1.998666
0.271000,4.878000,-48.971573,49.039530,1.998614
0.281000,4.777000,-47.930784,47.999716,1.998564
0.291000,4.656000,-46.685891,46.755379,1.998514
0.301000,4.816000,-48.326644,48.401104,1.998462
0.311000,4.665000,-46.773477,46.847881,1.998412
0.321000,4.815000,-48.311431,48.390810,1.998360
0.331000,4.965000,-49.851532,49.936055,1.998307
0.341000,4.774000,-47.885285,47.968846,1.998258
0.351000,4.914000,-49.321759,49.410411,1.998206
0.361000,4.693000,-47.048840,47.135719,1.998157
0.371000,4.823000,-48.381292,48.473164,1.998105
0.381000,4.953000,-49.715339,49.812350,1.998052
0.391000,4.692000,-47.031378,47.125438,1.998004
0.401000,4.812000,-48.260885,48.359929,1.997952
0.411000,4.932000,-49.491739,49.595902,1.997900
0.421000,5.052000,-50.723942,50.833359,1.997848
0.431000,4.741000,-47.524555,47.629342,1.997800
0.441000,4.851000,-48.651638,48.761457,1.997748
0.451000,4.961000,-49.779843,49.894818,1.997696
0.461000,5.071000,-50.909172,51.029426,1.997643
0.471000,5.181000,-52.039626,52.165283,1.997591
0.481000,4.810000,-48.220654,48.339342,1.997545
0.491000,4.910000,-49.245407,49.369196,1.997493
0.501000,5.010000,-50.271078,50.400080,1.997440
0.511000,5.110000,-51.297668,51.431996,1.997388
0.521000,5.210000,-52.325177,52.464945,1.997336
0.531000,4.779000,-47.890200,48.020296,1.997291
0.541000,4.869000,-48.811677,48.946831,1.997239
0.551000,4.959000,-49.733887,49.874200,1.997187
0.561000,5.049000,-50.656831,50.802405,1.997135
0.571000,5.139000,-51.580510,51.731445,1.997082
0.581000,5.229000,-52.504923,52.661322,1.997030
0.591000,5.319000,-53.430073,53.592036,1.996978
0.601000,4.808000,-48.170643,48.318755,1.996935
0.611000,4.888000,-48.989345,49.142540,1.996883
0.621000,4.968000,-49.808618,49.966983,1.996831
0.631000,5.048000,-50.628460,50.792087,1.996778
0.641000,5.128000,-51.448873,51.617851,1.996726
0.651000,5.208000,-52.269857,52.444276,1.996674
0.661000,5.288000,-53.091412,53.271362,1.996622
0.671000,5.368000,-53.913539,54.099110,1.996570
0.681000,5.448000,-54.736237,54.927521,1.996518
0.691000,5.528000,-55.559508,55.756594,1.996465
0.701000,4.907000,-49.161916,49.338285,1.996425
0.711000,4.977000,-49.878223,50.059775,1.996373
0.721000,5.047000,-50.594957,50.781769,1.996321
0.731000,5.117000,-51.312117,51.504269,1.996269
0.741000,5.187000,-52.029706,52.227275,1.996217
0.751000,5.257000,-52.747721,52.950787,1.996165
0.761000,5.327000,-53.466165,53.674806,1.996113
0.771000,5.397000,-54.185036,54.399332,1.996061
0.781000,5.467000,-54.904335,55.124366,1.996008
0.791000,5.537000,-55.624063,55.849906,1.995956
0.801000,5.607000,-56.344220,56.575956,1.995904
0.811000,5.677000,-57.064805,57.302513,1.995852
0.821000,4.926000,-49.326836,49.534068,1.995816
0.831000,4.986000,-49.940150,50.152574,1.995764
0.841000,5.046000,-50.553768,50.771451,1.995712
0.851000,5.106000,-51.167691,51.390700,1.995661
0.861000,5.166000,-51.781918,52.010320,1.995609
0.871000,5.226000,-52.396450,52.630312,1.995557
0.881000,5.286000,-53.011286,53.250677,1.995504
0.891000,5.346000,-53.626427,53.871413,1.995452
0.901000,5.406000,-54.241873,54.492522,1.995400
0.911000,5.466000,-54.857624,55.114004,1.995348
0.921000,5.526000,-55.473681,55.735859,1.995296
0.931000,5.586000,-56.090042,56.358087,1.995244
0.941000,5.646000,-56.706709,56.980689,1.995192
0.951000,5.706000,-57.323682,57.603664,1.995140
0.961000,5.766000,-57.940960,58.227014,1.995087
0.971000,5.826000,-58.558544,58.850737,1.995035
0.981000,5.886000,-59.176434,59.474834,1.994983
0.991000,5.946000,-59.794630,60.099307,1.994930
