tempo,posicao,velocidade,aceleracao
0.0000,100.0000,0.0000,-9.8100
0.1000,100.0000,-0.9810,-9.9081
0.2000,99.9019,-1.9718,-10.0072
0.3000,99.7047,-2.9725,-10.1073
0.4000,99.4075,-3.9833,-10.2083
0.5000,99.0091,-5.0041,-10.3104
0.6000,98.5087,-6.0351,-10.4135
0.7000,97.9052,-7.0765,-10.5176
0.8000,97.1976,-8.1282,-10.6228
0.9000,96.3847,-9.1905,-10.7291
1.0000,95.4657,-10.2634,-10.8363
1.1000,94.4394,-11.3471,-10.9447
1.2000,93.3046,-12.4415,-11.0542
1.3000,92.0605,-13.5470,-11.1647
1.4000,90.7058,-14.6634,-11.2763
1.5000,89.2395,-15.7911,-11.3891
1.6000,87.6603,-16.9300,-11.5030
1.7000,85.9674,-18.0803,-11.6180
1.8000,84.1593,-19.2421,-11.7342
1.9000,82.2351,-20.4155,-11.8515
2.0000,80.1936,-21.6006,-11.9701
2.1000,78.0335,-22.7976,-12.0898
2.2000,75.7537,-24.0066,-12.2107
2.3000,73.3531,-25.2277,-12.3328
2.4000,70.8303,-26.4610,-12.4561
2.5000,68.1842,-27.7066,-12.5807
2.6000,65.4136,-28.9646,-12.7065
2.7000,62.5171,-30.2353,-12.8335
2.8000,59.4936,-31.5186,-12.9619
2.9000,56.3417,-32.8148,-13.0915
3.0000,53.0602,-34.1240,-13.2224
3.1000,49.6478,-35.4462,-13.3546
3.2000,46.1032,-36.7817,-13.4882
3.3000,42.4250,-38.1305,-13.6230
3.4000,38.6120,-39.4928,-13.7593
3.5000,34.6627,-40.8687,-13.8969
3.6000,30.5758,-42.2584,-14.0358
3.7000,26.3500,-43.6620,-14.1762
3.8000,21.9838,-45.0796,-14.3180
3.9000,17.4758,-46.5114,-14.4611
4.0000,12.8247,-47.9575,-14.6058
4.1000,8.0289,-49.4181,-14.7518
4.2000,3.0871,-50.8933,-14.8993
4.3000,0.0000,-52.3832,-15.0483
