tempo,posicao,velocidade,aceleracao
0.0,100.0,0.0,9.81
0.001,99.99999019,0.009810000000000001,9.809999722960328
0.002,99.99997057000029,0.01961999972296033,9.80999889184134
0.003,99.99994114000167,0.02942999861480167,9.80999750664318
0.004,99.99990190000554,0.03923999612144485,9.80999556736611
0.005,99.99985285001385,0.04904999168881097,9.809993074010526
0.006,99.99979399002909,0.05885998476282149,9.80999002657694
0.007,99.9997253200543,0.06866997478939843,9.809986425065997
0.008,99.99964684009308,0.07847996121446443,9.809982269478462
0.009000000000000001,99.9995585501496,0.0882899434839429,9.809977559815227
0.01,99.99946045022855,0.09809992104375811,9.809972296077309
0.011,99.99935254033521,0.10790989333983542,9.80996647826585
0.012,99.9992348204754,0.11771985981810126,9.809960106382118
0.013000000000000001,99.99910729065547,0.12752981992448337,9.809953180427506
0.014,99.99896995088237,0.13733977310491088,9.809945700403532
0.015,99.99882280116357,0.1471497188053144,9.809937666311836
0.016,99.9986658415071,0.15695965647162624,9.80992907815419
0.017,99.99849907192156,0.16676958554978044,9.809919935932486
0.018000000000000002,99.99832249241607,0.17657950548571294,9.80991023964874
0.019,99.99813610300033,0.1863894157253617,9.8098999893051
0.02,99.99793990368462,0.19619931571466678,9.809889184903833
0.021,99.99773389447972,0.2060092048995706,9.809877826447332
0.022,99.997518075397,0.21581908272601794,9.809865913938117
0.023,99.99729244644836,0.22562894863995606,9.809853447378831
0.024,99.99705700764626,0.2354388020873349,9.809840426772245
0.025,99.99681175900375,0.24524864251410713,9.809826852121255
0.026000000000000002,99.99655670053438,0.2550584693662284,9.809812723428879
0.027,99.9962918322523,0.2648682820896573,9.80979804069826
0.028,99.99601715417216,0.27467808013035555,9.809782803932672
0.029,99.99573266630924,0.28448786293428824,9.80976701313551
0.03,99.99543836867929,0.29429762994742376,9.80975066831029
0.031,99.99513426129867,0.30410738061573406,9.809733769460662
0.032,99.99482034418429,0.3139171143851947,9.809716316590396
0.033,99.99449661735359,0.3237268307017851,9.809698309703387
0.034,99.99416308082458,0.3335365290114885,9.809679748803658
0.035,99.99381973461581,0.34334620876029215,9.809660633895353
0.036000000000000004,99.99346657874642,0.3531558693941875,9.809640964982744
0.037,99.99310361323606,0.3629655103591703,9.809620742070226
0.038,99.99273083810496,0.3727751311012405,9.809599965162326
0.039,99.99234825337389,0.38258473106640284,9.809578634263683
0.04,99.99195585906419,0.3923943097006665,9.809556749379077
0.041,99.99155365519775,0.4022038664500456,9.8095343105134
0.042,99.99114164179699,0.412013400760559,9.809511317671673
0.043000000000000003,99.99071981888491,0.42182291207823064,9.809487770859048
0.044,99.99028818648506,0.4316323998490897,9.809463670080795
0.045,99.98984674462154,0.4414418635191705,9.809439015342312
0.046,99.98939549331901,0.4512513025345128,9.80941380664912
0.047,99.98893443260266,0.4610607163411619,9.80938804400687
0.048,99.98846356249828,0.4708701043851688,9.809361727421333
0.049,99.98798288303217,0.4806794661125901,9.809334856898408
0.05,99.98749239423121,0.4904888009694885,9.809307432444117
0.051000000000000004,99.9869920961228,0.5002981084019326,9.809279454064608
0.052000000000000005,99.98648198873495,0.5101073878559972,9.809250921766155
0.053,99.98596207209617,0.5199166387777634,9.809221835555158
0.054,99.98543234623556,0.5297258606133185,9.80919219543814
0.055,99.98489281118275,0.5395350528087567,9.809162001421749
0.056,99.98434346696794,0.5493442148101785,9.809131253512758
0.057,99.98378431362188,0.5591533460636913,9.809099951718068
0.058,99.98321535117587,0.5689624460154094,9.809068096044701
0.059000000000000004,99.98263657966176,0.578771514111454,9.809035686499808
0.06,99.98204799911196,0.5885805497979538,9.80900272309066
0.061,99.98144960955943,0.5983895525210445,9.80896920582466
0.062,99.9808414110377,0.6081985217268692,9.80893513470933
0.063,99.98022340358084,0.6180074568615785,9.80890050975232
0.064,99.97959558722347,0.6278163573713309,9.808865330961405
0.065,99.97895796200076,0.6376252227022923,9.808829598344483
0.066,99.97831052794847,0.6474340523006368,9.80879331190958
0.067,99.97765328510285,0.6572428456125463,9.808756471664845
0.068,99.97698623350077,0.6670516020842111,9.808719077618552
0.069,99.9763093731796,0.6768603211618297,9.808681129779103
0.07,99.97562270417731,0.6866690022916088,9.808642628155019
0.07100000000000001,99.97492622653239,0.6964776449197638,9.808603572754954
0.07200000000000001,99.9742199402839,0.7062862484925188,9.80856396358768
0.073,99.97350384547144,0.7160948124561064,9.808523800662098
0.074,99.97277794213518,0.7259033362567685,9.808483083987232
0.075,99.97204223031584,0.7357118193407557,9.808441813572234
0.076,99.97129671005469,0.7455202611543279,9.808399989426375
0.077,99.97054138139355,0.7553286611437543,9.808357611559058
0.078,99.96977624437478,0.7651370187553134,9.808314679979809
0.079,99.96900129904135,0.7749453334352931,9.808271194698277
0.08,99.96821654543672,0.7847536046299914,9.808227155724234
0.081,99.96742198360494,0.7945618317857157,9.808182563067582
0.082,99.96661761359059,0.8043700143487833,9.808137416738347
0.083,99.96580343543881,0.8141781517655217,9.808091716746679
0.084,99.96497944919533,0.8239862434822683,9.808045463102852
0.085,99.96414565490637,0.8337942889453712,9.807998655817265
0.08600000000000001,99.96330205261877,0.8436022876011885,9.807951294900445
0.08700000000000001,99.96244864237988,0.8534102388960889,9.80790338036304
0.088,99.96158542423761,0.863218142276452,9.807854912215825
0.089,99.96071239824042,0.8730259971886678,9.8078058904697
0.09,99.95982956443734,0.8828338030791375,9.807756315135691
0.091,99.95893692287795,0.8926415593942731,9.807706186224946
0.092,99.95803447361237,0.9024492655804981,9.80765550374874
0.093,99.95712221669129,0.9122569210842468,9.807604267718473
0.094,99.95620015216593,0.9220645253519653,9.807552478145668
0.095,99.9552682800881,0.931872077830111,9.807500135041977
0.096,99.95432660051014,0.9416795779651529,9.807447238419172
0.097,99.95337511348494,0.9514870252035721,9.807393788289152
0.098,99.95241381906595,0.9612944189918612,9.807339784663943
0.099,99.95144271730717,0.9711017587765252,9.807285227555694
0.1,99.95046180826317,0.9809090440040809,9.807230116976678
0.101,99.94947109198905,0.9907162741210576,9.807174452939293
0.10200000000000001,99.94847056854049,1.0005234485739969,9.807118235456063
0.10300000000000001,99.94746023797367,1.0103305668094529,9.807061464539638
0.10400000000000001,99.9464401003454,1.0201376282739925,9.807004140202789
0.105,99.94541015571298,1.0299446324141952,9.806946262458418
0.106,99.9443704041343,1.0397515786766536,9.806887831319544
0.107,99.9433208456678,1.0495584665079731,9.806828846799318
0.108,99.94226148037244,1.0593652953547725,9.806769308911012
0.109,99.94119230830778,1.0691720646636835,9.806709217668022
0.11,99.9401133295339,1.0789787738813517,9.806648573083873
0.111,99.93902454411145,1.0887854224544355,9.80658737517221
0.112,99.93792595210162,1.0985920098296078,9.806525623946808
0.113,99.93681755356617,1.1083985354535546,9.806463319421564
0.114,99.9356993485674,1.118204998772976,9.806400461610496
0.115,99.93457133716817,1.1280113992345866,9.806337050527754
0.116,99.93343351943189,1.1378177362851143,9.806273086187607
0.117,99.93228589542251,1.147624009371302,9.806208568604454
0.11800000000000001,99.93112846520457,1.1574302179399063,9.806143497792814
0.11900000000000001,99.92996122884313,1.167236361437699,9.806077873767334
0.12,99.92878418640382,1.1770424393114665,9.806011696542782
0.121,99.9275973379528,1.1868484510080093,9.805944966134057
0.122,99.92640068355684,1.1966543959741434,9.805877682556176
0.123,99.92519422328319,1.2064602736566996,9.805809845824285
0.124,99.92397795719968,1.2162660835025239,9.805741455953653
0.125,99.92275188537472,1.2260718249584774,9.805672512959674
